FECHA_RESULTADO,DEPARTAMENTO,SEXO,casos_positivos
2020-06-18,HUANUCO,FEMENINO,36
2020-06-18,HUANUCO,MASCULINO,37
2020-06-18,ICA,FEMENINO,34
2020-06-18,ICA,MASCULINO,43
2020-06-18,JUNIN,FEMENINO,41
2020-06-18,JUNIN,MASCULINO,42
2020-06-18,LA LIBERTAD,FEMENINO,56
2020-06-18,LA LIBERTAD,MASCULINO,83
2020-06-18,LAMBAYEQUE,FEMENINO,74
2020-06-18,LAMBAYEQUE,MASCULINO,89
2020-06-18,LIMA,FEMENINO,744
2020-06-18,LIMA,MASCULINO,822
2020-06-18,LORETO,FEMENINO,73
2020-06-18,LORETO,MASCULINO,77
2020-06-18,MADRE DE DIOS,FEMENINO,10
2020-06-18,MADRE DE DIOS,MASCULINO,14
2020-06-18,MOQUEGUA,FEMENINO,2
2020-06-18,MOQUEGUA,MASCULINO,3
2020-06-18,PASCO,FEMENINO,10
2020-06-18,PASCO,MASCULINO,4
2020-06-18,PIURA,FEMENINO,118
2020-06-18,PIURA,MASCULINO,101
2020-06-18,PUNO,FEMENINO,6
2020-06-18,PUNO,MASCULINO,1
2020-06-18,SAN MARTIN,FEMENINO,58
2020-06-18,SAN MARTIN,MASCULINO,80
2020-06-18,TACNA,FEMENINO,5
2020-06-18,TACNA,MASCULINO,4
2020-06-18,TUMBES,FEMENINO,16
2020-06-18,TUMBES,MASCULINO,29
2020-06-18,UCAYALI,FEMENINO,28
2020-06-18,UCAYALI,MASCULINO,19
2020-06-19,AMAZONAS,FEMENINO,49
2020-06-19,AMAZONAS,MASCULINO,49
2020-06-19,ANCASH,FEMENINO,48
2020-06-19,ANCASH,MASCULINO,55
2020-06-19,APURIMAC,FEMENINO,1
2020-06-19,APURIMAC,MASCULINO,3
2020-06-19,AREQUIPA,FEMENINO,56
2020-06-19,AREQUIPA,MASCULINO,61
2020-06-19,AYACUCHO,FEMENINO,22
2020-06-19,AYACUCHO,MASCULINO,54
2020-06-19,CAJAMARCA,FEMENINO,24
2020-06-19,CAJAMARCA,MASCULINO,24
2020-06-19,CALLAO,FEMENINO,87
2020-06-19,CALLAO,MASCULINO,92
2020-06-19,CUSCO,FEMENINO,7
2020-06-19,CUSCO,MASCULINO,14
2020-06-19,HUANCAVELICA,FEMENINO,3
2020-06-19,HUANCAVELICA,MASCULINO,4
2020-06-19,HUANUCO,FEMENINO,26
2020-06-19,HUANUCO,MASCULINO,21
2020-06-19,ICA,FEMENINO,55
2020-06-19,ICA,MASCULINO,49
2020-06-19,JUNIN,FEMENINO,14
2020-06-19,JUNIN,MASCULINO,24
2020-06-19,LA LIBERTAD,FEMENINO,91
2020-06-19,LA LIBERTAD,MASCULINO,126
2020-06-19,LAMBAYEQUE,FEMENINO,95
2020-06-19,LAMBAYEQUE,MASCULINO,81
2020-06-19,LIMA,FEMENINO,642
2020-06-19,LIMA,MASCULINO,706
2020-06-19,LORETO,FEMENINO,88
2020-06-19,LORETO,MASCULINO,70
2020-06-19,MADRE DE DIOS,FEMENINO,27
2020-06-19,MADRE DE DIOS,MASCULINO,37
2020-06-19,MOQUEGUA,FEMENINO,2
2020-06-19,MOQUEGUA,MASCULINO,5
2020-06-19,PASCO,FEMENINO,14
2020-06-19,PASCO,MASCULINO,4
2020-06-19,PIURA,FEMENINO,126
2020-06-19,PIURA,MASCULINO,150
2020-06-19,PUNO,FEMENINO,6
2020-06-19,PUNO,MASCULINO,9
2020-06-19,SAN MARTIN,FEMENINO,69
2020-06-19,SAN MARTIN,MASCULINO,65
2020-06-19,TACNA,FEMENINO,5
2020-06-19,TACNA,MASCULINO,18
2020-06-19,TUMBES,FEMENINO,22
2020-06-19,TUMBES,MASCULINO,23
2020-06-19,UCAYALI,FEMENINO,85
2020-06-19,UCAYALI,MASCULINO,44
2020-06-20,AMAZONAS,FEMENINO,20
2020-06-20,AMAZONAS,MASCULINO,27
2020-06-20,ANCASH,FEMENINO,52
2020-06-20,ANCASH,MASCULINO,52
2020-06-20,APURIMAC,FEMENINO,15
2020-06-20,APURIMAC,MASCULINO,11
2020-06-20,AREQUIPA,FEMENINO,33
2020-06-20,AREQUIPA,MASCULINO,43
2020-06-20,AYACUCHO,FEMENINO,14
2020-06-20,AYACUCHO,MASCULINO,9
2020-06-20,CAJAMARCA,FEMENINO,22
2020-06-20,CAJAMARCA,MASCULINO,32
2020-06-20,CALLAO,FEMENINO,87
2020-06-20,CALLAO,MASCULINO,50
2020-06-20,CUSCO,FEMENINO,7
2020-06-20,CUSCO,MASCULINO,28
2020-06-20,HUANCAVELICA,FEMENINO,6
2020-06-20,HUANCAVELICA,MASCULINO,5
2020-06-20,HUANUCO,FEMENINO,11
2020-06-20,HUANUCO,MASCULINO,14
2020-06-20,ICA,FEMENINO,55
2020-06-20,ICA,MASCULINO,69
2020-06-20,JUNIN,FEMENINO,29
2020-06-20,JUNIN,MASCULINO,49
2020-06-20,LA LIBERTAD,FEMENINO,91
2020-06-20,LA LIBERTAD,MASCULINO,97
2020-06-20,LAMBAYEQUE,FEMENINO,58
2020-06-20,LAMBAYEQUE,MASCULINO,49
2020-06-20,LIMA,FEMENINO,775
2020-06-20,LIMA,MASCULINO,833
2020-06-20,LORETO,FEMENINO,69
2020-06-20,LORETO,MASCULINO,51
2020-06-20,MADRE DE DIOS,FEMENINO,14
2020-06-20,MADRE DE DIOS,MASCULINO,28
2020-06-20,MOQUEGUA,FEMENINO,4
2020-06-20,MOQUEGUA,MASCULINO,6
2020-06-20,PASCO,FEMENINO,4
2020-06-20,PASCO,MASCULINO,6
2020-06-20,PIURA,FEMENINO,113
2020-06-20,PIURA,MASCULINO,90
2020-06-20,PUNO,FEMENINO,8
2020-06-20,PUNO,MASCULINO,3
2020-06-20,SAN MARTIN,FEMENINO,85
2020-06-20,SAN MARTIN,MASCULINO,84
2020-06-20,TACNA,FEMENINO,11
2020-06-20,TACNA,MASCULINO,12
2020-06-20,TUMBES,FEMENINO,27
2020-06-20,TUMBES,MASCULINO,38
2020-06-20,UCAYALI,FEMENINO,33
2020-06-20,UCAYALI,MASCULINO,30
2020-06-21,AMAZONAS,FEMENINO,2
2020-06-21,AMAZONAS,MASCULINO,11
2020-06-21,ANCASH,FEMENINO,23
2020-06-21,ANCASH,MASCULINO,33
2020-06-21,APURIMAC,FEMENINO,17
2020-06-21,APURIMAC,MASCULINO,8
2020-06-21,AREQUIPA,FEMENINO,49
2020-06-21,AREQUIPA,MASCULINO,64
2020-06-21,AYACUCHO,FEMENINO,4
2020-06-21,AYACUCHO,MASCULINO,7
2020-06-21,CAJAMARCA,FEMENINO,10
2020-06-21,CAJAMARCA,MASCULINO,5
2020-06-21,CALLAO,FEMENINO,38
2020-06-21,CALLAO,MASCULINO,42
2020-06-21,CUSCO,MASCULINO,1
2020-06-21,HUANCAVELICA,FEMENINO,3
2020-06-21,HUANCAVELICA,MASCULINO,1
2020-06-21,HUANUCO,FEMENINO,9
2020-06-21,HUANUCO,MASCULINO,8
2020-06-21,ICA,FEMENINO,19
2020-06-21,ICA,MASCULINO,20
2020-06-21,JUNIN,FEMENINO,16
2020-06-21,JUNIN,MASCULINO,11
2020-06-21,LA LIBERTAD,FEMENINO,28
2020-06-21,LA LIBERTAD,MASCULINO,36
2020-06-21,LAMBAYEQUE,FEMENINO,21
2020-06-21,LAMBAYEQUE,MASCULINO,30
2020-06-21,LIMA,FEMENINO,244
2020-06-21,LIMA,MASCULINO,330
2020-06-21,LORETO,FEMENINO,5
2020-06-21,LORETO,MASCULINO,13
2020-06-21,MADRE DE DIOS,FEMENINO,2
2020-06-21,MADRE DE DIOS,MASCULINO,3
2020-06-21,MOQUEGUA,FEMENINO,3
2020-06-21,MOQUEGUA,MASCULINO,1
2020-06-21,PASCO,MASCULINO,2
2020-06-21,PIURA,FEMENINO,23
2020-06-21,PIURA,MASCULINO,13
2020-06-21,PUNO,FEMENINO,7
2020-06-21,PUNO,MASCULINO,3
2020-06-21,SAN MARTIN,FEMENINO,5
2020-06-21,SAN MARTIN,MASCULINO,12
2020-06-21,TACNA,MASCULINO,1
2020-06-21,TUMBES,FEMENINO,9
2020-06-21,TUMBES,MASCULINO,13
2020-06-21,UCAYALI,FEMENINO,52
2020-06-21,UCAYALI,MASCULINO,76
2020-06-22,AMAZONAS,FEMENINO,16
2020-06-22,AMAZONAS,MASCULINO,31
2020-06-22,ANCASH,FEMENINO,59
2020-06-22,ANCASH,MASCULINO,55
2020-06-22,APURIMAC,FEMENINO,4
2020-06-22,APURIMAC,MASCULINO,2
2020-06-22,AREQUIPA,FEMENINO,50
2020-06-22,AREQUIPA,MASCULINO,68
2020-06-22,AYACUCHO,FEMENINO,16
2020-06-22,AYACUCHO,MASCULINO,18
2020-06-22,CAJAMARCA,FEMENINO,37
2020-06-22,CAJAMARCA,MASCULINO,38
2020-06-22,CALLAO,FEMENINO,57
2020-06-22,CALLAO,MASCULINO,64
2020-06-22,CUSCO,FEMENINO,7
2020-06-22,CUSCO,MASCULINO,9
2020-06-22,HUANCAVELICA,FEMENINO,3
2020-06-22,HUANCAVELICA,MASCULINO,3
2020-06-22,HUANUCO,FEMENINO,10
2020-06-22,HUANUCO,MASCULINO,13
2020-06-22,ICA,FEMENINO,82
2020-06-22,ICA,MASCULINO,108
2020-06-22,JUNIN,FEMENINO,36
2020-06-22,JUNIN,MASCULINO,51
2020-06-22,LA LIBERTAD,FEMENINO,125
2020-06-22,LA LIBERTAD,MASCULINO,114
2020-06-22,LAMBAYEQUE,FEMENINO,92
2020-06-22,LAMBAYEQUE,MASCULINO,79
2020-06-22,LIMA,FEMENINO,907
2020-06-22,LIMA,MASCULINO,954
2020-06-22,LORETO,FEMENINO,135
2020-06-22,LORETO,MASCULINO,131
2020-06-22,MADRE DE DIOS,FEMENINO,16
2020-06-22,MADRE DE DIOS,MASCULINO,26
2020-06-22,MOQUEGUA,MASCULINO,2
2020-06-22,PASCO,FEMENINO,3
2020-06-22,PASCO,MASCULINO,4
2020-06-22,PIURA,FEMENINO,116
2020-06-22,PIURA,MASCULINO,128
2020-06-22,PUNO,FEMENINO,13
2020-06-22,PUNO,MASCULINO,9
2020-06-22,SAN MARTIN,FEMENINO,59
2020-06-22,SAN MARTIN,MASCULINO,118
2020-06-22,TACNA,FEMENINO,4
2020-06-22,TACNA,MASCULINO,7
2020-06-22,TUMBES,FEMENINO,27
2020-06-22,TUMBES,MASCULINO,20
2020-06-22,UCAYALI,FEMENINO,40
2020-06-22,UCAYALI,MASCULINO,29
2020-06-23,AMAZONAS,FEMENINO,16
2020-06-23,AMAZONAS,MASCULINO,29
2020-06-23,ANCASH,FEMENINO,61
2020-06-23,ANCASH,MASCULINO,56
2020-06-23,APURIMAC,FEMENINO,6
2020-06-23,APURIMAC,MASCULINO,5
2020-06-23,AREQUIPA,FEMENINO,79
2020-06-23,AREQUIPA,MASCULINO,107
2020-06-23,AYACUCHO,FEMENINO,23
2020-06-23,AYACUCHO,MASCULINO,24
2020-06-23,CAJAMARCA,FEMENINO,24
2020-06-23,CAJAMARCA,MASCULINO,49
2020-06-23,CALLAO,FEMENINO,29
2020-06-23,CALLAO,MASCULINO,53
2020-06-23,CUSCO,FEMENINO,13
2020-06-23,CUSCO,MASCULINO,15
2020-06-23,HUANCAVELICA,FEMENINO,3
2020-06-23,HUANCAVELICA,MASCULINO,10
2020-06-23,HUANUCO,FEMENINO,16
2020-06-23,HUANUCO,MASCULINO,20
2020-06-23,ICA,FEMENINO,85
2020-06-23,ICA,MASCULINO,81
2020-06-23,JUNIN,FEMENINO,34
2020-06-23,JUNIN,MASCULINO,44
2020-06-23,LA LIBERTAD,FEMENINO,130
2020-06-23,LA LIBERTAD,MASCULINO,117
2020-06-23,LAMBAYEQUE,FEMENINO,61
2020-06-23,LAMBAYEQUE,MASCULINO,55
2020-06-23,LIMA,FEMENINO,764
2020-06-23,LIMA,MASCULINO,862
2020-06-23,LORETO,FEMENINO,67
2020-06-23,LORETO,MASCULINO,67
2020-06-23,MADRE DE DIOS,FEMENINO,25
2020-06-23,MADRE DE DIOS,MASCULINO,31
2020-06-23,MOQUEGUA,FEMENINO,8
2020-06-23,MOQUEGUA,MASCULINO,3
2020-06-23,PASCO,FEMENINO,4
2020-06-23,PASCO,MASCULINO,9
2020-06-23,PIURA,FEMENINO,100
2020-06-23,PIURA,MASCULINO,100
2020-06-23,PUNO,FEMENINO,7
2020-06-23,PUNO,MASCULINO,12
2020-06-23,SAN MARTIN,FEMENINO,77
2020-06-23,SAN MARTIN,MASCULINO,91
2020-06-23,TACNA,FEMENINO,2
2020-06-23,TACNA,MASCULINO,11
2020-06-23,TUMBES,FEMENINO,34
2020-06-23,TUMBES,MASCULINO,22
2020-06-23,UCAYALI,FEMENINO,39
2020-06-23,UCAYALI,MASCULINO,13
2020-06-24,AMAZONAS,FEMENINO,76
2020-06-24,AMAZONAS,MASCULINO,91
2020-06-24,ANCASH,FEMENINO,61
2020-06-24,ANCASH,MASCULINO,62
2020-06-24,APURIMAC,FEMENINO,1
2020-06-24,APURIMAC,MASCULINO,4
2020-06-24,AREQUIPA,FEMENINO,88
2020-06-24,AREQUIPA,MASCULINO,143
2020-06-24,AYACUCHO,FEMENINO,30
2020-06-24,AYACUCHO,MASCULINO,21
2020-06-24,CAJAMARCA,FEMENINO,47
2020-06-24,CAJAMARCA,MASCULINO,45
2020-06-24,CALLAO,FEMENINO,45
2020-06-24,CALLAO,MASCULINO,45
2020-06-24,CUSCO,FEMENINO,9
2020-06-24,CUSCO,MASCULINO,5
2020-06-24,HUANCAVELICA,FEMENINO,12
2020-06-24,HUANCAVELICA,MASCULINO,6
2020-06-24,HUANUCO,FEMENINO,35
2020-06-24,HUANUCO,MASCULINO,35
2020-06-24,ICA,FEMENINO,64
2020-06-24,ICA,MASCULINO,76
2020-06-24,JUNIN,FEMENINO,29
2020-06-24,JUNIN,MASCULINO,32
2020-06-24,LA LIBERTAD,FEMENINO,95
2020-06-24,LA LIBERTAD,MASCULINO,102
2020-06-24,LAMBAYEQUE,FEMENINO,120
2020-06-24,LAMBAYEQUE,MASCULINO,123
2020-06-24,LIMA,FEMENINO,808
2020-06-24,LIMA,MASCULINO,1039
2020-06-24,LORETO,FEMENINO,11
2020-06-24,LORETO,MASCULINO,29
2020-06-24,MADRE DE DIOS,FEMENINO,21
2020-06-24,MADRE DE DIOS,MASCULINO,22
2020-06-24,MOQUEGUA,FEMENINO,12
2020-06-24,MOQUEGUA,MASCULINO,9
2020-06-24,PASCO,FEMENINO,5
2020-06-24,PASCO,MASCULINO,6
2020-06-24,PIURA,FEMENINO,73
2020-06-24,PIURA,MASCULINO,94
2020-06-24,PUNO,FEMENINO,12
2020-06-24,PUNO,MASCULINO,3
2020-06-24,SAN MARTIN,FEMENINO,70
2020-06-24,SAN MARTIN,MASCULINO,111
2020-06-24,TACNA,FEMENINO,8
2020-06-24,TACNA,MASCULINO,9
2020-06-24,TUMBES,FEMENINO,34
2020-06-24,TUMBES,MASCULINO,53
2020-06-24,UCAYALI,FEMENINO,11
2020-06-24,UCAYALI,MASCULINO,11
2020-06-25,AMAZONAS,FEMENINO,17
2020-06-25,AMAZONAS,MASCULINO,40
2020-06-25,ANCASH,FEMENINO,45
2020-06-25,ANCASH,MASCULINO,51
2020-06-25,APURIMAC,FEMENINO,1
2020-06-25,APURIMAC,MASCULINO,6
2020-06-25,AREQUIPA,FEMENINO,65
2020-06-25,AREQUIPA,MASCULINO,87
2020-06-25,AYACUCHO,FEMENINO,12
2020-06-25,AYACUCHO,MASCULINO,19
2020-06-25,CAJAMARCA,FEMENINO,38
2020-06-25,CAJAMARCA,MASCULINO,39
2020-06-25,CALLAO,FEMENINO,78
2020-06-25,CALLAO,MASCULINO,98
2020-06-25,CUSCO,FEMENINO,8
2020-06-25,CUSCO,MASCULINO,11
2020-06-25,HUANCAVELICA,FEMENINO,6
2020-06-25,HUANCAVELICA,MASCULINO,5
2020-06-25,HUANUCO,FEMENINO,18
2020-06-25,HUANUCO,MASCULINO,31
2020-06-25,ICA,FEMENINO,67
2020-06-25,ICA,MASCULINO,74
2020-06-25,JUNIN,FEMENINO,55
2020-06-25,JUNIN,MASCULINO,46
2020-06-25,LA LIBERTAD,FEMENINO,77
2020-06-25,LA LIBERTAD,MASCULINO,98
2020-06-25,LAMBAYEQUE,FEMENINO,61
2020-06-25,LAMBAYEQUE,MASCULINO,78
2020-06-25,LIMA,FEMENINO,881
2020-06-25,LIMA,MASCULINO,1012
2020-06-25,LORETO,FEMENINO,37
2020-06-25,LORETO,MASCULINO,47
2020-06-25,MADRE DE DIOS,FEMENINO,36
2020-06-25,MADRE DE DIOS,MASCULINO,41
2020-06-25,MOQUEGUA,FEMENINO,5
2020-06-25,MOQUEGUA,MASCULINO,5
2020-06-25,PASCO,FEMENINO,10
2020-06-25,PASCO,MASCULINO,2
2020-06-25,PIURA,FEMENINO,110
2020-06-25,PIURA,MASCULINO,90
2020-06-25,PUNO,FEMENINO,3
2020-06-25,PUNO,MASCULINO,1
2020-06-25,SAN MARTIN,FEMENINO,116
2020-06-25,SAN MARTIN,MASCULINO,122
2020-06-25,TACNA,FEMENINO,8
2020-06-25,TACNA,MASCULINO,17
2020-06-25,TUMBES,FEMENINO,35
2020-06-25,TUMBES,MASCULINO,33
2020-06-25,UCAYALI,FEMENINO,55
2020-06-25,UCAYALI,MASCULINO,42
2020-06-26,AMAZONAS,FEMENINO,23
2020-06-26,AMAZONAS,MASCULINO,29
2020-06-26,ANCASH,FEMENINO,55
2020-06-26,ANCASH,MASCULINO,56
2020-06-26,APURIMAC,FEMENINO,6
2020-06-26,APURIMAC,MASCULINO,11
2020-06-26,AREQUIPA,FEMENINO,76
2020-06-26,AREQUIPA,MASCULINO,90
2020-06-26,AYACUCHO,FEMENINO,15
2020-06-26,AYACUCHO,MASCULINO,14
2020-06-26,CAJAMARCA,FEMENINO,37
2020-06-26,CAJAMARCA,MASCULINO,49
2020-06-26,CALLAO,FEMENINO,99
2020-06-26,CALLAO,MASCULINO,100
2020-06-26,CUSCO,FEMENINO,16
2020-06-26,CUSCO,MASCULINO,25
2020-06-26,HUANCAVELICA,FEMENINO,3
2020-06-26,HUANCAVELICA,MASCULINO,1
2020-06-26,HUANUCO,FEMENINO,22
2020-06-26,HUANUCO,MASCULINO,26
2020-06-26,ICA,FEMENINO,89
2020-06-26,ICA,MASCULINO,117
2020-06-26,JUNIN,FEMENINO,42
2020-06-26,JUNIN,MASCULINO,46
2020-06-26,LA LIBERTAD,FEMENINO,115
2020-06-26,LA LIBERTAD,MASCULINO,99
2020-06-26,LAMBAYEQUE,FEMENINO,134
2020-06-26,LAMBAYEQUE,MASCULINO,119
2020-06-26,LIMA,FEMENINO,816
2020-06-26,LIMA,MASCULINO,916
2020-06-26,LORETO,FEMENINO,47
2020-06-26,LORETO,MASCULINO,50
2020-06-26,MADRE DE DIOS,FEMENINO,34
2020-06-26,MADRE DE DIOS,MASCULINO,42
2020-06-26,MOQUEGUA,FEMENINO,4
2020-06-26,MOQUEGUA,MASCULINO,5
2020-06-26,PASCO,FEMENINO,7
2020-06-26,PASCO,MASCULINO,9
2020-06-26,PIURA,FEMENINO,131
2020-06-26,PIURA,MASCULINO,107
2020-06-26,PUNO,FEMENINO,9
2020-06-26,PUNO,MASCULINO,10
2020-06-26,SAN MARTIN,FEMENINO,128
2020-06-26,SAN MARTIN,MASCULINO,168
2020-06-26,TACNA,FEMENINO,10
2020-06-26,TACNA,MASCULINO,21
2020-06-26,TUMBES,FEMENINO,43
2020-06-26,TUMBES,MASCULINO,25
2020-06-26,UCAYALI,FEMENINO,62
2020-06-26,UCAYALI,MASCULINO,48
2020-06-27,AMAZONAS,FEMENINO,30
2020-06-27,AMAZONAS,MASCULINO,25
2020-06-27,ANCASH,FEMENINO,45
2020-06-27,ANCASH,MASCULINO,32
2020-06-27,APURIMAC,FEMENINO,6
2020-06-27,APURIMAC,MASCULINO,5
2020-06-27,AREQUIPA,FEMENINO,102
2020-06-27,AREQUIPA,MASCULINO,171
2020-06-27,AYACUCHO,FEMENINO,11
2020-06-27,AYACUCHO,MASCULINO,15
2020-06-27,CAJAMARCA,FEMENINO,25
2020-06-27,CAJAMARCA,MASCULINO,37
2020-06-27,CALLAO,FEMENINO,69
2020-06-27,CALLAO,MASCULINO,53
2020-06-27,CUSCO,FEMENINO,13
2020-06-27,CUSCO,MASCULINO,18
2020-06-27,HUANCAVELICA,FEMENINO,7
2020-06-27,HUANCAVELICA,MASCULINO,14
2020-06-27,HUANUCO,FEMENINO,29
2020-06-27,HUANUCO,MASCULINO,42
2020-06-27,ICA,FEMENINO,84
2020-06-27,ICA,MASCULINO,71
2020-06-27,JUNIN,FEMENINO,40
2020-06-27,JUNIN,MASCULINO,40
2020-06-27,LA LIBERTAD,FEMENINO,99
2020-06-27,LA LIBERTAD,MASCULINO,117
2020-06-27,LAMBAYEQUE,FEMENINO,71
2020-06-27,LAMBAYEQUE,MASCULINO,67
2020-06-27,LIMA,FEMENINO,645
2020-06-27,LIMA,MASCULINO,723
2020-06-27,LORETO,FEMENINO,17
2020-06-27,LORETO,MASCULINO,35
2020-06-27,MADRE DE DIOS,FEMENINO,27
2020-06-27,MADRE DE DIOS,MASCULINO,78
2020-06-27,MOQUEGUA,FEMENINO,8
2020-06-27,MOQUEGUA,MASCULINO,1
2020-06-27,PASCO,FEMENINO,5
2020-06-27,PASCO,MASCULINO,10
2020-06-27,PIURA,FEMENINO,70
2020-06-27,PIURA,MASCULINO,76
2020-06-27,PUNO,FEMENINO,3
2020-06-27,PUNO,MASCULINO,12
2020-06-27,SAN MARTIN,FEMENINO,112
2020-06-27,SAN MARTIN,MASCULINO,93
2020-06-27,TACNA,FEMENINO,9
2020-06-27,TACNA,MASCULINO,7
2020-06-27,TUMBES,FEMENINO,56
2020-06-27,TUMBES,MASCULINO,43
2020-06-27,UCAYALI,FEMENINO,58
2020-06-27,UCAYALI,MASCULINO,44
2020-06-28,AMAZONAS,FEMENINO,13
2020-06-28,AMAZONAS,MASCULINO,15
2020-06-28,ANCASH,FEMENINO,14
2020-06-28,ANCASH,MASCULINO,24
2020-06-28,AREQUIPA,FEMENINO,24
2020-06-28,AREQUIPA,MASCULINO,34
2020-06-28,AYACUCHO,FEMENINO,5
2020-06-28,AYACUCHO,MASCULINO,6
2020-06-28,CAJAMARCA,FEMENINO,15
2020-06-28,CAJAMARCA,MASCULINO,15
2020-06-28,CALLAO,FEMENINO,16
2020-06-28,CALLAO,MASCULINO,17
2020-06-28,CUSCO,FEMENINO,5
2020-06-28,CUSCO,MASCULINO,2
2020-06-28,HUANCAVELICA,FEMENINO,5
2020-06-28,HUANCAVELICA,MASCULINO,3
2020-06-28,HUANUCO,FEMENINO,22
2020-06-28,HUANUCO,MASCULINO,35
2020-06-28,ICA,FEMENINO,47
2020-06-28,ICA,MASCULINO,43
2020-06-28,JUNIN,FEMENINO,35
2020-06-28,JUNIN,MASCULINO,49
2020-06-28,LA LIBERTAD,FEMENINO,38
2020-06-28,LA LIBERTAD,MASCULINO,45
2020-06-28,LAMBAYEQUE,FEMENINO,16
2020-06-28,LAMBAYEQUE,MASCULINO,14
2020-06-28,LIMA,FEMENINO,346
2020-06-28,LIMA,MASCULINO,416
2020-06-28,LORETO,FEMENINO,19
2020-06-28,LORETO,MASCULINO,13
2020-06-28,MADRE DE DIOS,FEMENINO,9
2020-06-28,MADRE DE DIOS,MASCULINO,6
2020-06-28,MOQUEGUA,FEMENINO,1
2020-06-28,MOQUEGUA,MASCULINO,5
2020-06-28,PASCO,FEMENINO,4
2020-06-28,PASCO,MASCULINO,4
2020-06-28,PIURA,FEMENINO,14
2020-06-28,PIURA,MASCULINO,23
2020-06-28,PUNO,FEMENINO,2
2020-06-28,SAN MARTIN,FEMENINO,25
2020-06-28,SAN MARTIN,MASCULINO,34
2020-06-28,TACNA,FEMENINO,1
2020-06-28,TACNA,MASCULINO,4
2020-06-28,TUMBES,FEMENINO,19
2020-06-28,TUMBES,MASCULINO,10
2020-06-28,UCAYALI,FEMENINO,13
2020-06-28,UCAYALI,MASCULINO,6
2020-06-29,AMAZONAS,FEMENINO,9
2020-06-29,AMAZONAS,MASCULINO,20
2020-06-29,ANCASH,FEMENINO,61
2020-06-29,ANCASH,MASCULINO,67
2020-06-29,APURIMAC,FEMENINO,1
2020-06-29,APURIMAC,MASCULINO,2
2020-06-29,AREQUIPA,FEMENINO,26
2020-06-29,AREQUIPA,MASCULINO,32
2020-06-29,AYACUCHO,FEMENINO,16
2020-06-29,AYACUCHO,MASCULINO,17
2020-06-29,CAJAMARCA,FEMENINO,31
2020-06-29,CAJAMARCA,MASCULINO,26
2020-06-29,CALLAO,FEMENINO,37
2020-06-29,CALLAO,MASCULINO,37
2020-06-29,CUSCO,FEMENINO,9
2020-06-29,CUSCO,MASCULINO,20
2020-06-29,HUANCAVELICA,FEMENINO,7
2020-06-29,HUANCAVELICA,MASCULINO,7
2020-06-29,HUANUCO,FEMENINO,22
2020-06-29,HUANUCO,MASCULINO,32
2020-06-29,ICA,FEMENINO,72
2020-06-29,ICA,MASCULINO,58
2020-06-29,JUNIN,FEMENINO,57
2020-06-29,JUNIN,MASCULINO,60
2020-06-29,LA LIBERTAD,FEMENINO,50
2020-06-29,LA LIBERTAD,MASCULINO,61
2020-06-29,LAMBAYEQUE,FEMENINO,28
2020-06-29,LAMBAYEQUE,MASCULINO,28
2020-06-29,LIMA,FEMENINO,466
2020-06-29,LIMA,MASCULINO,621
2020-06-29,LORETO,FEMENINO,29
2020-06-29,LORETO,MASCULINO,28
2020-06-29,MADRE DE DIOS,FEMENINO,25
2020-06-29,MADRE DE DIOS,MASCULINO,34
2020-06-29,MOQUEGUA,FEMENINO,2
2020-06-29,MOQUEGUA,MASCULINO,4
2020-06-29,PASCO,FEMENINO,7
2020-06-29,PASCO,MASCULINO,7
2020-06-29,PIURA,FEMENINO,70
2020-06-29,PIURA,MASCULINO,61
2020-06-29,PUNO,FEMENINO,12
2020-06-29,PUNO,MASCULINO,11
2020-06-29,SAN MARTIN,FEMENINO,94
2020-06-29,SAN MARTIN,MASCULINO,108
2020-06-29,TACNA,FEMENINO,3
2020-06-29,TACNA,MASCULINO,16
2020-06-29,TUMBES,FEMENINO,43
2020-06-29,TUMBES,MASCULINO,46
2020-06-29,UCAYALI,FEMENINO,11
2020-06-29,UCAYALI,MASCULINO,11
2020-06-30,AMAZONAS,FEMENINO,50
2020-06-30,AMAZONAS,MASCULINO,62
2020-06-30,ANCASH,FEMENINO,60
2020-06-30,ANCASH,MASCULINO,69
2020-06-30,APURIMAC,FEMENINO,2
2020-06-30,APURIMAC,MASCULINO,6
2020-06-30,AREQUIPA,FEMENINO,65
2020-06-30,AREQUIPA,MASCULINO,73
2020-06-30,AYACUCHO,FEMENINO,18
2020-06-30,AYACUCHO,MASCULINO,25
2020-06-30,CAJAMARCA,FEMENINO,40
2020-06-30,CAJAMARCA,MASCULINO,50
2020-06-30,CALLAO,FEMENINO,72
2020-06-30,CALLAO,MASCULINO,79
2020-06-30,CUSCO,FEMENINO,9
2020-06-30,CUSCO,MASCULINO,18
2020-06-30,HUANCAVELICA,FEMENINO,6
2020-06-30,HUANCAVELICA,MASCULINO,1
2020-06-30,HUANUCO,FEMENINO,29
2020-06-30,HUANUCO,MASCULINO,43
2020-06-30,ICA,FEMENINO,38
2020-06-30,ICA,MASCULINO,57
2020-06-30,JUNIN,FEMENINO,27
2020-06-30,JUNIN,MASCULINO,41
2020-06-30,LA LIBERTAD,FEMENINO,90
2020-06-30,LA LIBERTAD,MASCULINO,174
2020-06-30,LAMBAYEQUE,FEMENINO,62
2020-06-30,LAMBAYEQUE,MASCULINO,71
