FECHA_RESULTADO,DEPARTAMENTO,SEXO,casos_positivos
2020-08-28,HUANCAVELICA,MASCULINO,36
2020-08-28,HUANUCO,FEMENINO,91
2020-08-28,HUANUCO,MASCULINO,83
2020-08-28,ICA,FEMENINO,161
2020-08-28,ICA,MASCULINO,129
2020-08-28,JUNIN,FEMENINO,139
2020-08-28,JUNIN,MASCULINO,126
2020-08-28,LA LIBERTAD,FEMENINO,139
2020-08-28,LA LIBERTAD,MASCULINO,149
2020-08-28,LAMBAYEQUE,FEMENINO,135
2020-08-28,LAMBAYEQUE,MASCULINO,125
2020-08-28,LIMA,FEMENINO,1831
2020-08-28,LIMA,MASCULINO,1650
2020-08-28,LORETO,FEMENINO,57
2020-08-28,LORETO,MASCULINO,50
2020-08-28,MADRE DE DIOS,FEMENINO,71
2020-08-28,MADRE DE DIOS,MASCULINO,49
2020-08-28,MOQUEGUA,FEMENINO,109
2020-08-28,MOQUEGUA,MASCULINO,103
2020-08-28,PASCO,FEMENINO,30
2020-08-28,PASCO,MASCULINO,33
2020-08-28,PIURA,FEMENINO,200
2020-08-28,PIURA,MASCULINO,162
2020-08-28,PUNO,FEMENINO,84
2020-08-28,PUNO,MASCULINO,109
2020-08-28,SAN MARTIN,FEMENINO,123
2020-08-28,SAN MARTIN,MASCULINO,103
2020-08-28,TACNA,FEMENINO,7
2020-08-28,TACNA,MASCULINO,11
2020-08-28,TUMBES,FEMENINO,14
2020-08-28,TUMBES,MASCULINO,16
2020-08-28,UCAYALI,FEMENINO,65
2020-08-28,UCAYALI,MASCULINO,58
2020-08-29,AMAZONAS,FEMENINO,56
2020-08-29,AMAZONAS,MASCULINO,52
2020-08-29,ANCASH,FEMENINO,87
2020-08-29,ANCASH,MASCULINO,67
2020-08-29,APURIMAC,FEMENINO,37
2020-08-29,APURIMAC,MASCULINO,23
2020-08-29,AREQUIPA,FEMENINO,236
2020-08-29,AREQUIPA,MASCULINO,203
2020-08-29,AYACUCHO,FEMENINO,51
2020-08-29,AYACUCHO,MASCULINO,53
2020-08-29,CAJAMARCA,FEMENINO,82
2020-08-29,CAJAMARCA,MASCULINO,82
2020-08-29,CALLAO,FEMENINO,78
2020-08-29,CALLAO,MASCULINO,51
2020-08-29,CUSCO,FEMENINO,125
2020-08-29,CUSCO,MASCULINO,149
2020-08-29,HUANCAVELICA,FEMENINO,34
2020-08-29,HUANCAVELICA,MASCULINO,29
2020-08-29,HUANUCO,FEMENINO,81
2020-08-29,HUANUCO,MASCULINO,60
2020-08-29,ICA,FEMENINO,191
2020-08-29,ICA,MASCULINO,145
2020-08-29,JUNIN,FEMENINO,122
2020-08-29,JUNIN,MASCULINO,118
2020-08-29,LA LIBERTAD,FEMENINO,114
2020-08-29,LA LIBERTAD,MASCULINO,101
2020-08-29,LAMBAYEQUE,FEMENINO,91
2020-08-29,LAMBAYEQUE,MASCULINO,91
2020-08-29,LIMA,FEMENINO,1245
2020-08-29,LIMA,MASCULINO,1122
2020-08-29,LORETO,FEMENINO,48
2020-08-29,LORETO,MASCULINO,39
2020-08-29,MADRE DE DIOS,FEMENINO,43
2020-08-29,MADRE DE DIOS,MASCULINO,41
2020-08-29,MOQUEGUA,FEMENINO,29
2020-08-29,MOQUEGUA,MASCULINO,37
2020-08-29,PASCO,FEMENINO,43
2020-08-29,PASCO,MASCULINO,27
2020-08-29,PIURA,FEMENINO,153
2020-08-29,PIURA,MASCULINO,122
2020-08-29,PUNO,FEMENINO,81
2020-08-29,PUNO,MASCULINO,79
2020-08-29,SAN MARTIN,FEMENINO,53
2020-08-29,SAN MARTIN,MASCULINO,37
2020-08-29,TACNA,FEMENINO,75
2020-08-29,TACNA,MASCULINO,78
2020-08-29,TUMBES,FEMENINO,26
2020-08-29,TUMBES,MASCULINO,17
2020-08-29,UCAYALI,FEMENINO,56
2020-08-29,UCAYALI,MASCULINO,56
2020-08-30,AMAZONAS,FEMENINO,11
2020-08-30,AMAZONAS,MASCULINO,7
2020-08-30,ANCASH,FEMENINO,29
2020-08-30,ANCASH,MASCULINO,27
2020-08-30,APURIMAC,FEMENINO,7
2020-08-30,APURIMAC,MASCULINO,10
2020-08-30,AREQUIPA,FEMENINO,38
2020-08-30,AREQUIPA,MASCULINO,68
2020-08-30,AYACUCHO,FEMENINO,18
2020-08-30,AYACUCHO,MASCULINO,16
2020-08-30,CAJAMARCA,FEMENINO,28
2020-08-30,CAJAMARCA,MASCULINO,28
2020-08-30,CALLAO,FEMENINO,36
2020-08-30,CALLAO,MASCULINO,33
2020-08-30,CUSCO,FEMENINO,21
2020-08-30,CUSCO,MASCULINO,19
2020-08-30,HUANCAVELICA,FEMENINO,47
2020-08-30,HUANCAVELICA,MASCULINO,22
2020-08-30,HUANUCO,FEMENINO,9
2020-08-30,HUANUCO,MASCULINO,25
2020-08-30,ICA,FEMENINO,29
2020-08-30,ICA,MASCULINO,22
2020-08-30,JUNIN,FEMENINO,36
2020-08-30,JUNIN,MASCULINO,34
2020-08-30,LA LIBERTAD,FEMENINO,35
2020-08-30,LA LIBERTAD,MASCULINO,36
2020-08-30,LAMBAYEQUE,FEMENINO,19
2020-08-30,LAMBAYEQUE,MASCULINO,22
2020-08-30,LIMA,FEMENINO,539
2020-08-30,LIMA,MASCULINO,524
2020-08-30,LORETO,FEMENINO,53
2020-08-30,LORETO,MASCULINO,22
2020-08-30,MADRE DE DIOS,FEMENINO,6
2020-08-30,MADRE DE DIOS,MASCULINO,1
2020-08-30,MOQUEGUA,FEMENINO,9
2020-08-30,MOQUEGUA,MASCULINO,6
2020-08-30,PASCO,FEMENINO,11
2020-08-30,PASCO,MASCULINO,3
2020-08-30,PIURA,FEMENINO,22
2020-08-30,PIURA,MASCULINO,18
2020-08-30,PUNO,FEMENINO,25
2020-08-30,PUNO,MASCULINO,16
2020-08-30,SAN MARTIN,FEMENINO,23
2020-08-30,SAN MARTIN,MASCULINO,11
2020-08-30,TACNA,FEMENINO,14
2020-08-30,TACNA,MASCULINO,12
2020-08-30,TUMBES,FEMENINO,6
2020-08-30,TUMBES,MASCULINO,3
2020-08-30,UCAYALI,FEMENINO,29
2020-08-30,UCAYALI,MASCULINO,19
2020-08-31,AMAZONAS,FEMENINO,59
2020-08-31,AMAZONAS,MASCULINO,41
2020-08-31,ANCASH,FEMENINO,100
2020-08-31,ANCASH,MASCULINO,89
2020-08-31,APURIMAC,FEMENINO,56
2020-08-31,APURIMAC,MASCULINO,45
2020-08-31,AREQUIPA,FEMENINO,259
2020-08-31,AREQUIPA,MASCULINO,243
2020-08-31,AYACUCHO,FEMENINO,64
2020-08-31,AYACUCHO,MASCULINO,50
2020-08-31,CAJAMARCA,FEMENINO,75
2020-08-31,CAJAMARCA,MASCULINO,70
2020-08-31,CALLAO,FEMENINO,80
2020-08-31,CALLAO,MASCULINO,73
2020-08-31,CUSCO,FEMENINO,151
2020-08-31,CUSCO,MASCULINO,114
2020-08-31,HUANCAVELICA,FEMENINO,28
2020-08-31,HUANCAVELICA,MASCULINO,30
2020-08-31,HUANUCO,FEMENINO,82
2020-08-31,HUANUCO,MASCULINO,56
2020-08-31,ICA,FEMENINO,99
2020-08-31,ICA,MASCULINO,114
2020-08-31,JUNIN,FEMENINO,92
2020-08-31,JUNIN,MASCULINO,103
2020-08-31,LA LIBERTAD,FEMENINO,88
2020-08-31,LA LIBERTAD,MASCULINO,111
2020-08-31,LAMBAYEQUE,FEMENINO,74
2020-08-31,LAMBAYEQUE,MASCULINO,58
2020-08-31,LIMA,FEMENINO,1108
2020-08-31,LIMA,MASCULINO,1142
2020-08-31,LORETO,FEMENINO,79
2020-08-31,LORETO,MASCULINO,54
2020-08-31,MADRE DE DIOS,FEMENINO,52
2020-08-31,MADRE DE DIOS,MASCULINO,39
2020-08-31,MOQUEGUA,FEMENINO,87
2020-08-31,MOQUEGUA,MASCULINO,82
2020-08-31,PASCO,FEMENINO,31
2020-08-31,PASCO,MASCULINO,22
2020-08-31,PIURA,FEMENINO,131
2020-08-31,PIURA,MASCULINO,128
2020-08-31,PUNO,FEMENINO,59
2020-08-31,PUNO,MASCULINO,78
2020-08-31,SAN MARTIN,FEMENINO,66
2020-08-31,SAN MARTIN,MASCULINO,49
2020-08-31,TACNA,FEMENINO,74
2020-08-31,TACNA,MASCULINO,100
2020-08-31,TUMBES,FEMENINO,17
2020-08-31,TUMBES,MASCULINO,18
2020-08-31,UCAYALI,FEMENINO,48
2020-08-31,UCAYALI,MASCULINO,30
2020-09-01,AMAZONAS,FEMENINO,58
2020-09-01,AMAZONAS,MASCULINO,47
2020-09-01,ANCASH,FEMENINO,95
2020-09-01,ANCASH,MASCULINO,83
2020-09-01,APURIMAC,FEMENINO,29
2020-09-01,APURIMAC,MASCULINO,29
2020-09-01,AREQUIPA,FEMENINO,196
2020-09-01,AREQUIPA,MASCULINO,204
2020-09-01,AYACUCHO,FEMENINO,73
2020-09-01,AYACUCHO,MASCULINO,92
2020-09-01,CAJAMARCA,FEMENINO,128
2020-09-01,CAJAMARCA,MASCULINO,127
2020-09-01,CALLAO,FEMENINO,107
2020-09-01,CALLAO,MASCULINO,68
2020-09-01,CUSCO,FEMENINO,108
2020-09-01,CUSCO,MASCULINO,122
2020-09-01,HUANCAVELICA,FEMENINO,33
2020-09-01,HUANCAVELICA,MASCULINO,34
2020-09-01,HUANUCO,FEMENINO,67
2020-09-01,HUANUCO,MASCULINO,58
2020-09-01,ICA,FEMENINO,89
2020-09-01,ICA,MASCULINO,112
2020-09-01,JUNIN,FEMENINO,87
2020-09-01,JUNIN,MASCULINO,73
2020-09-01,LA LIBERTAD,FEMENINO,92
2020-09-01,LA LIBERTAD,MASCULINO,90
2020-09-01,LAMBAYEQUE,FEMENINO,103
2020-09-01,LAMBAYEQUE,MASCULINO,85
2020-09-01,LIMA,FEMENINO,1092
2020-09-01,LIMA,MASCULINO,1038
2020-09-01,LORETO,FEMENINO,94
2020-09-01,LORETO,MASCULINO,80
2020-09-01,MADRE DE DIOS,FEMENINO,44
2020-09-01,MADRE DE DIOS,MASCULINO,26
2020-09-01,MOQUEGUA,FEMENINO,45
2020-09-01,MOQUEGUA,MASCULINO,44
2020-09-01,PASCO,FEMENINO,19
2020-09-01,PASCO,MASCULINO,19
2020-09-01,PIURA,FEMENINO,206
2020-09-01,PIURA,MASCULINO,174
2020-09-01,PUNO,FEMENINO,54
2020-09-01,PUNO,MASCULINO,89
2020-09-01,SAN MARTIN,FEMENINO,73
2020-09-01,SAN MARTIN,MASCULINO,67
2020-09-01,TACNA,FEMENINO,54
2020-09-01,TACNA,MASCULINO,49
2020-09-01,TUMBES,FEMENINO,34
2020-09-01,TUMBES,MASCULINO,27
2020-09-01,UCAYALI,FEMENINO,66
2020-09-01,UCAYALI,MASCULINO,45
2020-09-02,AMAZONAS,FEMENINO,49
2020-09-02,AMAZONAS,MASCULINO,33
2020-09-02,ANCASH,FEMENINO,81
2020-09-02,ANCASH,MASCULINO,63
2020-09-02,APURIMAC,FEMENINO,28
2020-09-02,APURIMAC,MASCULINO,34
2020-09-02,AREQUIPA,FEMENINO,184
2020-09-02,AREQUIPA,MASCULINO,182
2020-09-02,AYACUCHO,FEMENINO,53
2020-09-02,AYACUCHO,MASCULINO,61
2020-09-02,CAJAMARCA,FEMENINO,81
2020-09-02,CAJAMARCA,MASCULINO,80
2020-09-02,CALLAO,FEMENINO,95
2020-09-02,CALLAO,MASCULINO,81
2020-09-02,CUSCO,FEMENINO,135
2020-09-02,CUSCO,MASCULINO,135
2020-09-02,HUANCAVELICA,FEMENINO,42
2020-09-02,HUANCAVELICA,MASCULINO,44
2020-09-02,HUANUCO,FEMENINO,88
2020-09-02,HUANUCO,MASCULINO,64
2020-09-02,ICA,FEMENINO,129
2020-09-02,ICA,MASCULINO,105
2020-09-02,JUNIN,FEMENINO,103
2020-09-02,JUNIN,MASCULINO,95
2020-09-02,LA LIBERTAD,FEMENINO,116
2020-09-02,LA LIBERTAD,MASCULINO,102
2020-09-02,LAMBAYEQUE,FEMENINO,58
2020-09-02,LAMBAYEQUE,MASCULINO,55
2020-09-02,LIMA,FEMENINO,1116
2020-09-02,LIMA,MASCULINO,1071
2020-09-02,LORETO,FEMENINO,77
2020-09-02,LORETO,MASCULINO,73
2020-09-02,MADRE DE DIOS,FEMENINO,54
2020-09-02,MADRE DE DIOS,MASCULINO,47
2020-09-02,MOQUEGUA,FEMENINO,73
2020-09-02,MOQUEGUA,MASCULINO,80
2020-09-02,PASCO,FEMENINO,22
2020-09-02,PASCO,MASCULINO,32
2020-09-02,PIURA,FEMENINO,211
2020-09-02,PIURA,MASCULINO,148
2020-09-02,PUNO,FEMENINO,101
2020-09-02,PUNO,MASCULINO,107
2020-09-02,SAN MARTIN,FEMENINO,80
2020-09-02,SAN MARTIN,MASCULINO,88
2020-09-02,TACNA,FEMENINO,76
2020-09-02,TACNA,MASCULINO,89
2020-09-02,TUMBES,FEMENINO,18
2020-09-02,TUMBES,MASCULINO,17
2020-09-02,UCAYALI,FEMENINO,48
2020-09-02,UCAYALI,MASCULINO,43
2020-09-03,AMAZONAS,FEMENINO,25
2020-09-03,AMAZONAS,MASCULINO,27
2020-09-03,ANCASH,FEMENINO,33
2020-09-03,ANCASH,MASCULINO,28
2020-09-03,APURIMAC,FEMENINO,13
2020-09-03,APURIMAC,MASCULINO,19
2020-09-03,AREQUIPA,FEMENINO,98
2020-09-03,AREQUIPA,MASCULINO,80
2020-09-03,AYACUCHO,FEMENINO,49
2020-09-03,AYACUCHO,MASCULINO,34
2020-09-03,CAJAMARCA,FEMENINO,56
2020-09-03,CAJAMARCA,MASCULINO,49
2020-09-03,CALLAO,FEMENINO,63
2020-09-03,CALLAO,MASCULINO,61
2020-09-03,CUSCO,FEMENINO,46
2020-09-03,CUSCO,MASCULINO,51
2020-09-03,HUANCAVELICA,FEMENINO,7
2020-09-03,HUANCAVELICA,MASCULINO,9
2020-09-03,HUANUCO,FEMENINO,23
2020-09-03,HUANUCO,MASCULINO,21
2020-09-03,ICA,FEMENINO,72
2020-09-03,ICA,MASCULINO,57
2020-09-03,JUNIN,FEMENINO,42
2020-09-03,JUNIN,MASCULINO,34
2020-09-03,LA LIBERTAD,FEMENINO,132
2020-09-03,LA LIBERTAD,MASCULINO,98
2020-09-03,LAMBAYEQUE,FEMENINO,21
2020-09-03,LAMBAYEQUE,MASCULINO,23
2020-09-03,LIMA,FEMENINO,826
2020-09-03,LIMA,MASCULINO,810
2020-09-03,LORETO,FEMENINO,25
2020-09-03,LORETO,MASCULINO,26
2020-09-03,MADRE DE DIOS,FEMENINO,9
2020-09-03,MADRE DE DIOS,MASCULINO,12
2020-09-03,MOQUEGUA,FEMENINO,25
2020-09-03,MOQUEGUA,MASCULINO,18
2020-09-03,PASCO,FEMENINO,5
2020-09-03,PASCO,MASCULINO,6
2020-09-03,PIURA,FEMENINO,75
2020-09-03,PIURA,MASCULINO,68
2020-09-03,PUNO,FEMENINO,38
2020-09-03,PUNO,MASCULINO,26
2020-09-03,SAN MARTIN,FEMENINO,79
2020-09-03,SAN MARTIN,MASCULINO,37
2020-09-03,TACNA,FEMENINO,29
2020-09-03,TACNA,MASCULINO,24
2020-09-03,TUMBES,FEMENINO,7
2020-09-03,TUMBES,MASCULINO,11
2020-09-03,UCAYALI,FEMENINO,29
2020-09-03,UCAYALI,MASCULINO,23
2020-09-04,AMAZONAS,FEMENINO,145
2020-09-04,AMAZONAS,MASCULINO,106
2020-09-04,ANCASH,FEMENINO,130
2020-09-04,ANCASH,MASCULINO,93
2020-09-04,APURIMAC,FEMENINO,116
2020-09-04,APURIMAC,MASCULINO,97
2020-09-04,AREQUIPA,FEMENINO,298
2020-09-04,AREQUIPA,MASCULINO,276
2020-09-04,AYACUCHO,FEMENINO,128
2020-09-04,AYACUCHO,MASCULINO,140
2020-09-04,CAJAMARCA,FEMENINO,207
2020-09-04,CAJAMARCA,MASCULINO,261
2020-09-04,CALLAO,FEMENINO,110
2020-09-04,CALLAO,MASCULINO,100
2020-09-04,CUSCO,FEMENINO,203
2020-09-04,CUSCO,MASCULINO,171
2020-09-04,HUANCAVELICA,FEMENINO,87
2020-09-04,HUANCAVELICA,MASCULINO,106
2020-09-04,HUANUCO,FEMENINO,107
2020-09-04,HUANUCO,MASCULINO,84
2020-09-04,ICA,FEMENINO,297
2020-09-04,ICA,MASCULINO,231
2020-09-04,JUNIN,FEMENINO,173
2020-09-04,JUNIN,MASCULINO,151
2020-09-04,LA LIBERTAD,FEMENINO,254
2020-09-04,LA LIBERTAD,MASCULINO,187
2020-09-04,LAMBAYEQUE,FEMENINO,124
2020-09-04,LAMBAYEQUE,MASCULINO,118
2020-09-04,LIMA,FEMENINO,1509
2020-09-04,LIMA,MASCULINO,1348
2020-09-04,LORETO,FEMENINO,90
2020-09-04,LORETO,MASCULINO,68
2020-09-04,MADRE DE DIOS,FEMENINO,45
2020-09-04,MADRE DE DIOS,MASCULINO,37
2020-09-04,MOQUEGUA,FEMENINO,95
2020-09-04,MOQUEGUA,MASCULINO,111
2020-09-04,PASCO,FEMENINO,54
2020-09-04,PASCO,MASCULINO,48
2020-09-04,PIURA,FEMENINO,266
2020-09-04,PIURA,MASCULINO,180
2020-09-04,PUNO,FEMENINO,194
2020-09-04,PUNO,MASCULINO,186
2020-09-04,SAN MARTIN,FEMENINO,109
2020-09-04,SAN MARTIN,MASCULINO,93
2020-09-04,TACNA,FEMENINO,144
2020-09-04,TACNA,MASCULINO,121
2020-09-04,TUMBES,FEMENINO,17
2020-09-04,TUMBES,MASCULINO,22
2020-09-04,UCAYALI,FEMENINO,62
2020-09-04,UCAYALI,MASCULINO,55
2020-09-05,AMAZONAS,FEMENINO,18
2020-09-05,AMAZONAS,MASCULINO,16
2020-09-05,ANCASH,FEMENINO,76
2020-09-05,ANCASH,MASCULINO,53
2020-09-05,APURIMAC,FEMENINO,14
2020-09-05,APURIMAC,MASCULINO,17
2020-09-05,AREQUIPA,FEMENINO,127
2020-09-05,AREQUIPA,MASCULINO,95
2020-09-05,AYACUCHO,FEMENINO,34
2020-09-05,AYACUCHO,MASCULINO,26
2020-09-05,CAJAMARCA,FEMENINO,49
2020-09-05,CAJAMARCA,MASCULINO,43
2020-09-05,CALLAO,FEMENINO,51
2020-09-05,CALLAO,MASCULINO,42
2020-09-05,CUSCO,FEMENINO,69
2020-09-05,CUSCO,MASCULINO,49
2020-09-05,HUANCAVELICA,FEMENINO,4
2020-09-05,HUANCAVELICA,MASCULINO,5
2020-09-05,HUANUCO,FEMENINO,17
2020-09-05,HUANUCO,MASCULINO,15
2020-09-05,ICA,FEMENINO,85
2020-09-05,ICA,MASCULINO,65
2020-09-05,JUNIN,FEMENINO,48
2020-09-05,JUNIN,MASCULINO,34
2020-09-05,LA LIBERTAD,FEMENINO,224
2020-09-05,LA LIBERTAD,MASCULINO,157
2020-09-05,LAMBAYEQUE,FEMENINO,54
2020-09-05,LAMBAYEQUE,MASCULINO,57
2020-09-05,LIMA,FEMENINO,825
2020-09-05,LIMA,MASCULINO,773
2020-09-05,LORETO,FEMENINO,28
2020-09-05,LORETO,MASCULINO,34
2020-09-05,MADRE DE DIOS,FEMENINO,14
2020-09-05,MADRE DE DIOS,MASCULINO,9
2020-09-05,MOQUEGUA,FEMENINO,14
2020-09-05,MOQUEGUA,MASCULINO,14
2020-09-05,PASCO,FEMENINO,14
2020-09-05,PASCO,MASCULINO,18
2020-09-05,PIURA,FEMENINO,61
2020-09-05,PIURA,MASCULINO,52
2020-09-05,PUNO,FEMENINO,23
2020-09-05,PUNO,MASCULINO,58
2020-09-05,SAN MARTIN,FEMENINO,45
2020-09-05,SAN MARTIN,MASCULINO,49
2020-09-05,TACNA,FEMENINO,46
2020-09-05,TACNA,MASCULINO,57
2020-09-05,TUMBES,FEMENINO,16
2020-09-05,TUMBES,MASCULINO,9
2020-09-05,UCAYALI,FEMENINO,51
2020-09-05,UCAYALI,MASCULINO,22
2020-09-06,AMAZONAS,FEMENINO,15
2020-09-06,AMAZONAS,MASCULINO,14
2020-09-06,ANCASH,FEMENINO,32
2020-09-06,ANCASH,MASCULINO,32
2020-09-06,APURIMAC,FEMENINO,12
2020-09-06,APURIMAC,MASCULINO,13
2020-09-06,AREQUIPA,FEMENINO,27
2020-09-06,AREQUIPA,MASCULINO,33
2020-09-06,AYACUCHO,FEMENINO,11
2020-09-06,AYACUCHO,MASCULINO,12
2020-09-06,CAJAMARCA,FEMENINO,18
2020-09-06,CAJAMARCA,MASCULINO,16
2020-09-06,CALLAO,FEMENINO,23
2020-09-06,CALLAO,MASCULINO,20
2020-09-06,CUSCO,FEMENINO,35
2020-09-06,CUSCO,MASCULINO,122
2020-09-06,HUANCAVELICA,FEMENINO,8
2020-09-06,HUANCAVELICA,MASCULINO,2
2020-09-06,HUANUCO,FEMENINO,28
2020-09-06,HUANUCO,MASCULINO,19
2020-09-06,ICA,FEMENINO,21
2020-09-06,ICA,MASCULINO,29
2020-09-06,JUNIN,FEMENINO,48
2020-09-06,JUNIN,MASCULINO,38
2020-09-06,LA LIBERTAD,FEMENINO,17
2020-09-06,LA LIBERTAD,MASCULINO,15
2020-09-06,LAMBAYEQUE,FEMENINO,11
2020-09-06,LAMBAYEQUE,MASCULINO,9
2020-09-06,LIMA,FEMENINO,392
2020-09-06,LIMA,MASCULINO,396
2020-09-06,LORETO,FEMENINO,10
2020-09-06,LORETO,MASCULINO,13
2020-09-06,MADRE DE DIOS,FEMENINO,12
2020-09-06,MADRE DE DIOS,MASCULINO,7
2020-09-06,MOQUEGUA,FEMENINO,6
2020-09-06,MOQUEGUA,MASCULINO,4
2020-09-06,PASCO,FEMENINO,4
2020-09-06,PASCO,MASCULINO,2
2020-09-06,PIURA,FEMENINO,11
2020-09-06,PIURA,MASCULINO,22
2020-09-06,PUNO,FEMENINO,16
2020-09-06,PUNO,MASCULINO,24
2020-09-06,SAN MARTIN,FEMENINO,16
2020-09-06,SAN MARTIN,MASCULINO,13
2020-09-06,TACNA,FEMENINO,5
2020-09-06,TACNA,MASCULINO,2
2020-09-06,TUMBES,FEMENINO,7
2020-09-06,TUMBES,MASCULINO,10
2020-09-06,UCAYALI,FEMENINO,21
2020-09-06,UCAYALI,MASCULINO,16
2020-09-07,AMAZONAS,FEMENINO,69
2020-09-07,AMAZONAS,MASCULINO,57
2020-09-07,ANCASH,FEMENINO,68
2020-09-07,ANCASH,MASCULINO,54
2020-09-07,APURIMAC,FEMENINO,63
2020-09-07,APURIMAC,MASCULINO,56
2020-09-07,AREQUIPA,FEMENINO,177
2020-09-07,AREQUIPA,MASCULINO,175
2020-09-07,AYACUCHO,FEMENINO,109
2020-09-07,AYACUCHO,MASCULINO,59
2020-09-07,CAJAMARCA,FEMENINO,70
2020-09-07,CAJAMARCA,MASCULINO,81
2020-09-07,CALLAO,FEMENINO,77
2020-09-07,CALLAO,MASCULINO,75
2020-09-07,CUSCO,FEMENINO,129
2020-09-07,CUSCO,MASCULINO,143
2020-09-07,HUANCAVELICA,FEMENINO,45
2020-09-07,HUANCAVELICA,MASCULINO,47
2020-09-07,HUANUCO,FEMENINO,53
2020-09-07,HUANUCO,MASCULINO,44
2020-09-07,ICA,FEMENINO,145
2020-09-07,ICA,MASCULINO,143
2020-09-07,JUNIN,FEMENINO,83
2020-09-07,JUNIN,MASCULINO,77
2020-09-07,LA LIBERTAD,FEMENINO,98
2020-09-07,LA LIBERTAD,MASCULINO,122
2020-09-07,LAMBAYEQUE,FEMENINO,77
2020-09-07,LAMBAYEQUE,MASCULINO,54
2020-09-07,LIMA,FEMENINO,1027
2020-09-07,LIMA,MASCULINO,1084
2020-09-07,LORETO,FEMENINO,70
2020-09-07,LORETO,MASCULINO,58
2020-09-07,MADRE DE DIOS,FEMENINO,18
2020-09-07,MADRE DE DIOS,MASCULINO,30
2020-09-07,MOQUEGUA,FEMENINO,45
2020-09-07,MOQUEGUA,MASCULINO,42
2020-09-07,PASCO,FEMENINO,33
2020-09-07,PASCO,MASCULINO,23
2020-09-07,PIURA,FEMENINO,164
2020-09-07,PIURA,MASCULINO,141
2020-09-07,PUNO,FEMENINO,76
2020-09-07,PUNO,MASCULINO,81
2020-09-07,SAN MARTIN,FEMENINO,70
2020-09-07,SAN MARTIN,MASCULINO,54
2020-09-07,TACNA,FEMENINO,139
2020-09-07,TACNA,MASCULINO,134
2020-09-07,TUMBES,FEMENINO,32
2020-09-07,TUMBES,MASCULINO,39
2020-09-07,UCAYALI,FEMENINO,57
2020-09-07,UCAYALI,MASCULINO,48
2020-09-08,AMAZONAS,FEMENINO,104
2020-09-08,AMAZONAS,MASCULINO,71
2020-09-08,ANCASH,FEMENINO,71
2020-09-08,ANCASH,MASCULINO,41
2020-09-08,APURIMAC,FEMENINO,59
2020-09-08,APURIMAC,MASCULINO,66
2020-09-08,AREQUIPA,FEMENINO,404
2020-09-08,AREQUIPA,MASCULINO,375
2020-09-08,AYACUCHO,FEMENINO,76
2020-09-08,AYACUCHO,MASCULINO,68
2020-09-08,CAJAMARCA,FEMENINO,103
2020-09-08,CAJAMARCA,MASCULINO,74
2020-09-08,CALLAO,FEMENINO,124
2020-09-08,CALLAO,MASCULINO,101
2020-09-08,CUSCO,FEMENINO,163
2020-09-08,CUSCO,MASCULINO,136
2020-09-08,HUANCAVELICA,FEMENINO,52
2020-09-08,HUANCAVELICA,MASCULINO,53
2020-09-08,HUANUCO,FEMENINO,47
2020-09-08,HUANUCO,MASCULINO,35
2020-09-08,ICA,FEMENINO,140
2020-09-08,ICA,MASCULINO,106
2020-09-08,JUNIN,FEMENINO,135
2020-09-08,JUNIN,MASCULINO,82
2020-09-08,LA LIBERTAD,FEMENINO,210
2020-09-08,LA LIBERTAD,MASCULINO,169
2020-09-08,LAMBAYEQUE,FEMENINO,69
2020-09-08,LAMBAYEQUE,MASCULINO,48
2020-09-08,LIMA,FEMENINO,996
2020-09-08,LIMA,MASCULINO,965
2020-09-08,LORETO,FEMENINO,60
2020-09-08,LORETO,MASCULINO,58
2020-09-08,MADRE DE DIOS,FEMENINO,45
2020-09-08,MADRE DE DIOS,MASCULINO,26
2020-09-08,MOQUEGUA,FEMENINO,67
2020-09-08,MOQUEGUA,MASCULINO,73
2020-09-08,PASCO,FEMENINO,25
2020-09-08,PASCO,MASCULINO,23
2020-09-08,PIURA,FEMENINO,139
2020-09-08,PIURA,MASCULINO,114
2020-09-08,PUNO,FEMENINO,66
2020-09-08,PUNO,MASCULINO,80
2020-09-08,SAN MARTIN,FEMENINO,96
2020-09-08,SAN MARTIN,MASCULINO,100
2020-09-08,TACNA,FEMENINO,92
2020-09-08,TACNA,MASCULINO,87
2020-09-08,TUMBES,FEMENINO,41
2020-09-08,TUMBES,MASCULINO,20
2020-09-08,UCAYALI,FEMENINO,62
2020-09-08,UCAYALI,MASCULINO,42
2020-09-09,AMAZONAS,FEMENINO,73
2020-09-09,AMAZONAS,MASCULINO,51
2020-09-09,ANCASH,FEMENINO,103
2020-09-09,ANCASH,MASCULINO,76
2020-09-09,APURIMAC,FEMENINO,73
2020-09-09,APURIMAC,MASCULINO,80
2020-09-09,AREQUIPA,FEMENINO,148
2020-09-09,AREQUIPA,MASCULINO,142
2020-09-09,AYACUCHO,FEMENINO,75
2020-09-09,AYACUCHO,MASCULINO,86
2020-09-09,CAJAMARCA,FEMENINO,75
2020-09-09,CAJAMARCA,MASCULINO,83
2020-09-09,CALLAO,FEMENINO,110
2020-09-09,CALLAO,MASCULINO,95
2020-09-09,CUSCO,FEMENINO,141
2020-09-09,CUSCO,MASCULINO,116
2020-09-09,HUANCAVELICA,FEMENINO,64
2020-09-09,HUANCAVELICA,MASCULINO,57
2020-09-09,HUANUCO,FEMENINO,61
2020-09-09,HUANUCO,MASCULINO,47
