FECHA_FALLECIMIENTO,DEPARTAMENTO,SEXO,defunciones
2020-06-14,ICA,FEMENINO,7
2020-06-14,JUNIN,MASCULINO,7
2020-06-14,JUNIN,FEMENINO,4
2020-06-14,LA LIBERTAD,MASCULINO,32
2020-06-14,LA LIBERTAD,FEMENINO,22
2020-06-14,LAMBAYEQUE,MASCULINO,17
2020-06-14,LAMBAYEQUE,FEMENINO,16
2020-06-14,LIMA,MASCULINO,187
2020-06-14,LIMA,FEMENINO,93
2020-06-14,LORETO,MASCULINO,9
2020-06-14,LORETO,FEMENINO,5
2020-06-14,MADRE DE DIOS,MASCULINO,5
2020-06-14,MADRE DE DIOS,FEMENINO,1
2020-06-14,MOQUEGUA,FEMENINO,1
2020-06-14,PASCO,MASCULINO,2
2020-06-14,PIURA,MASCULINO,39
2020-06-14,PIURA,FEMENINO,10
2020-06-14,SAN MARTIN,MASCULINO,7
2020-06-14,SAN MARTIN,FEMENINO,10
2020-06-14,TACNA,MASCULINO,1
2020-06-14,TUMBES,MASCULINO,7
2020-06-14,TUMBES,FEMENINO,1
2020-06-14,UCAYALI,MASCULINO,2
2020-06-14,UCAYALI,FEMENINO,1
2020-06-15,AMAZONAS,MASCULINO,2
2020-06-15,AMAZONAS,FEMENINO,2
2020-06-15,ANCASH,MASCULINO,21
2020-06-15,ANCASH,FEMENINO,7
2020-06-15,APURIMAC,MASCULINO,1
2020-06-15,AREQUIPA,MASCULINO,14
2020-06-15,AREQUIPA,FEMENINO,6
2020-06-15,AYACUCHO,MASCULINO,1
2020-06-15,CAJAMARCA,MASCULINO,4
2020-06-15,CAJAMARCA,FEMENINO,1
2020-06-15,CALLAO,MASCULINO,31
2020-06-15,CALLAO,FEMENINO,13
2020-06-15,CUSCO,MASCULINO,3
2020-06-15,HUANUCO,MASCULINO,6
2020-06-15,ICA,MASCULINO,11
2020-06-15,ICA,FEMENINO,8
2020-06-15,JUNIN,MASCULINO,3
2020-06-15,JUNIN,FEMENINO,3
2020-06-15,LA LIBERTAD,MASCULINO,36
2020-06-15,LA LIBERTAD,FEMENINO,20
2020-06-15,LAMBAYEQUE,MASCULINO,15
2020-06-15,LAMBAYEQUE,FEMENINO,9
2020-06-15,LIMA,MASCULINO,214
2020-06-15,LIMA,FEMENINO,108
2020-06-15,LORETO,MASCULINO,10
2020-06-15,LORETO,FEMENINO,4
2020-06-15,MADRE DE DIOS,MASCULINO,2
2020-06-15,MADRE DE DIOS,FEMENINO,1
2020-06-15,PASCO,FEMENINO,1
2020-06-15,PIURA,MASCULINO,26
2020-06-15,PIURA,FEMENINO,14
2020-06-15,PUNO,MASCULINO,1
2020-06-15,PUNO,FEMENINO,1
2020-06-15,SAN MARTIN,MASCULINO,18
2020-06-15,SAN MARTIN,FEMENINO,8
2020-06-15,TACNA,MASCULINO,1
2020-06-15,TUMBES,MASCULINO,7
2020-06-15,TUMBES,FEMENINO,3
2020-06-15,UCAYALI,MASCULINO,7
2020-06-16,AMAZONAS,MASCULINO,3
2020-06-16,ANCASH,MASCULINO,12
2020-06-16,ANCASH,FEMENINO,4
2020-06-16,APURIMAC,MASCULINO,1
2020-06-16,AREQUIPA,MASCULINO,16
2020-06-16,AREQUIPA,FEMENINO,6
2020-06-16,AYACUCHO,MASCULINO,2
2020-06-16,AYACUCHO,FEMENINO,1
2020-06-16,CAJAMARCA,MASCULINO,2
2020-06-16,CAJAMARCA,FEMENINO,1
2020-06-16,CALLAO,MASCULINO,30
2020-06-16,CALLAO,FEMENINO,13
2020-06-16,HUANUCO,MASCULINO,4
2020-06-16,HUANUCO,FEMENINO,4
2020-06-16,ICA,MASCULINO,19
2020-06-16,ICA,FEMENINO,14
2020-06-16,JUNIN,MASCULINO,5
2020-06-16,JUNIN,FEMENINO,3
2020-06-16,LA LIBERTAD,MASCULINO,42
2020-06-16,LA LIBERTAD,FEMENINO,18
2020-06-16,LAMBAYEQUE,MASCULINO,12
2020-06-16,LAMBAYEQUE,FEMENINO,13
2020-06-16,LIMA,MASCULINO,195
2020-06-16,LIMA,FEMENINO,100
2020-06-16,LORETO,MASCULINO,8
2020-06-16,LORETO,FEMENINO,3
2020-06-16,MADRE DE DIOS,MASCULINO,2
2020-06-16,MADRE DE DIOS,FEMENINO,2
2020-06-16,PASCO,MASCULINO,1
2020-06-16,PIURA,MASCULINO,24
2020-06-16,PIURA,FEMENINO,14
2020-06-16,PUNO,MASCULINO,1
2020-06-16,SAN MARTIN,MASCULINO,18
2020-06-16,SAN MARTIN,FEMENINO,9
2020-06-16,TACNA,MASCULINO,2
2020-06-16,TUMBES,MASCULINO,1
2020-06-16,TUMBES,FEMENINO,2
2020-06-16,UCAYALI,MASCULINO,7
2020-06-16,UCAYALI,FEMENINO,2
2020-06-17,AMAZONAS,MASCULINO,2
2020-06-17,AMAZONAS,FEMENINO,1
2020-06-17,ANCASH,MASCULINO,10
2020-06-17,ANCASH,FEMENINO,6
2020-06-17,AREQUIPA,MASCULINO,17
2020-06-17,AREQUIPA,FEMENINO,6
2020-06-17,AYACUCHO,MASCULINO,2
2020-06-17,AYACUCHO,FEMENINO,1
2020-06-17,CAJAMARCA,MASCULINO,1
2020-06-17,CAJAMARCA,FEMENINO,1
2020-06-17,CALLAO,MASCULINO,15
2020-06-17,CALLAO,FEMENINO,13
2020-06-17,CUSCO,MASCULINO,1
2020-06-17,CUSCO,FEMENINO,2
2020-06-17,HUANUCO,MASCULINO,5
2020-06-17,HUANUCO,FEMENINO,2
2020-06-17,ICA,MASCULINO,24
2020-06-17,ICA,FEMENINO,7
2020-06-17,JUNIN,MASCULINO,9
2020-06-17,JUNIN,FEMENINO,1
2020-06-17,LA LIBERTAD,MASCULINO,27
2020-06-17,LA LIBERTAD,FEMENINO,15
2020-06-17,LAMBAYEQUE,MASCULINO,18
2020-06-17,LAMBAYEQUE,FEMENINO,10
2020-06-17,LIMA,MASCULINO,212
2020-06-17,LIMA,FEMENINO,86
2020-06-17,LORETO,MASCULINO,12
2020-06-17,LORETO,FEMENINO,3
2020-06-17,MADRE DE DIOS,MASCULINO,4
2020-06-17,MOQUEGUA,MASCULINO,1
2020-06-17,MOQUEGUA,FEMENINO,1
2020-06-17,PIURA,MASCULINO,25
2020-06-17,PIURA,FEMENINO,17
2020-06-17,PUNO,MASCULINO,2
2020-06-17,PUNO,FEMENINO,2
2020-06-17,SAN MARTIN,MASCULINO,19
2020-06-17,SAN MARTIN,FEMENINO,10
2020-06-17,TUMBES,MASCULINO,2
2020-06-17,TUMBES,FEMENINO,2
2020-06-17,UCAYALI,MASCULINO,10
2020-06-17,UCAYALI,FEMENINO,6
2020-06-18,AMAZONAS,MASCULINO,3
2020-06-18,AMAZONAS,FEMENINO,1
2020-06-18,ANCASH,MASCULINO,9
2020-06-18,ANCASH,FEMENINO,9
2020-06-18,APURIMAC,MASCULINO,1
2020-06-18,AREQUIPA,MASCULINO,12
2020-06-18,AREQUIPA,FEMENINO,6
2020-06-18,AYACUCHO,MASCULINO,3
2020-06-18,CAJAMARCA,MASCULINO,1
2020-06-18,CAJAMARCA,FEMENINO,1
2020-06-18,CALLAO,MASCULINO,24
2020-06-18,CALLAO,FEMENINO,11
2020-06-18,CUSCO,FEMENINO,1
2020-06-18,HUANUCO,MASCULINO,2
2020-06-18,ICA,MASCULINO,21
2020-06-18,ICA,FEMENINO,9
2020-06-18,JUNIN,MASCULINO,4
2020-06-18,JUNIN,FEMENINO,4
2020-06-18,LA LIBERTAD,MASCULINO,36
2020-06-18,LA LIBERTAD,FEMENINO,17
2020-06-18,LAMBAYEQUE,MASCULINO,14
2020-06-18,LAMBAYEQUE,FEMENINO,5
2020-06-18,LIMA,MASCULINO,168
2020-06-18,LIMA,FEMENINO,82
2020-06-18,LORETO,MASCULINO,12
2020-06-18,LORETO,FEMENINO,5
2020-06-18,MADRE DE DIOS,MASCULINO,7
2020-06-18,MOQUEGUA,FEMENINO,1
2020-06-18,PASCO,MASCULINO,1
2020-06-18,PIURA,MASCULINO,15
2020-06-18,PIURA,FEMENINO,18
2020-06-18,PUNO,MASCULINO,1
2020-06-18,SAN MARTIN,MASCULINO,9
2020-06-18,SAN MARTIN,FEMENINO,9
2020-06-18,TUMBES,MASCULINO,3
2020-06-18,UCAYALI,MASCULINO,4
2020-06-18,UCAYALI,FEMENINO,1
2020-06-19,AMAZONAS,FEMENINO,1
2020-06-19,ANCASH,MASCULINO,20
2020-06-19,AREQUIPA,MASCULINO,16
2020-06-19,AREQUIPA,FEMENINO,4
2020-06-19,AYACUCHO,MASCULINO,1
2020-06-19,CAJAMARCA,MASCULINO,1
2020-06-19,CALLAO,MASCULINO,31
2020-06-19,CALLAO,FEMENINO,15
2020-06-19,CUSCO,MASCULINO,3
2020-06-19,HUANUCO,MASCULINO,6
2020-06-19,HUANUCO,FEMENINO,3
2020-06-19,ICA,MASCULINO,8
2020-06-19,ICA,FEMENINO,14
2020-06-19,JUNIN,MASCULINO,7
2020-06-19,JUNIN,FEMENINO,4
2020-06-19,LA LIBERTAD,MASCULINO,32
2020-06-19,LA LIBERTAD,FEMENINO,13
2020-06-19,LAMBAYEQUE,MASCULINO,22
2020-06-19,LAMBAYEQUE,FEMENINO,11
2020-06-19,LIMA,MASCULINO,196
2020-06-19,LIMA,FEMENINO,97
2020-06-19,LORETO,MASCULINO,3
2020-06-19,LORETO,FEMENINO,7
2020-06-19,MADRE DE DIOS,MASCULINO,5
2020-06-19,MADRE DE DIOS,FEMENINO,1
2020-06-19,PIURA,MASCULINO,34
2020-06-19,PIURA,FEMENINO,17
2020-06-19,PUNO,MASCULINO,2
2020-06-19,PUNO,FEMENINO,1
2020-06-19,SAN MARTIN,MASCULINO,12
2020-06-19,SAN MARTIN,FEMENINO,8
2020-06-19,TACNA,MASCULINO,1
2020-06-19,TUMBES,MASCULINO,7
2020-06-19,TUMBES,FEMENINO,2
2020-06-19,UCAYALI,MASCULINO,2
2020-06-19,UCAYALI,FEMENINO,7
2020-06-20,AMAZONAS,MASCULINO,3
2020-06-20,AMAZONAS,FEMENINO,1
2020-06-20,ANCASH,MASCULINO,19
2020-06-20,ANCASH,FEMENINO,6
2020-06-20,APURIMAC,FEMENINO,1
2020-06-20,AREQUIPA,MASCULINO,14
2020-06-20,AREQUIPA,FEMENINO,8
2020-06-20,AYACUCHO,MASCULINO,2
2020-06-20,AYACUCHO,FEMENINO,1
2020-06-20,CAJAMARCA,MASCULINO,3
2020-06-20,CALLAO,MASCULINO,18
2020-06-20,CALLAO,FEMENINO,12
2020-06-20,HUANCAVELICA,FEMENINO,1
2020-06-20,HUANUCO,MASCULINO,4
2020-06-20,ICA,MASCULINO,19
2020-06-20,ICA,FEMENINO,17
2020-06-20,JUNIN,MASCULINO,3
2020-06-20,JUNIN,FEMENINO,1
2020-06-20,LA LIBERTAD,MASCULINO,41
2020-06-20,LA LIBERTAD,FEMENINO,12
2020-06-20,LAMBAYEQUE,MASCULINO,15
2020-06-20,LAMBAYEQUE,FEMENINO,12
2020-06-20,LIMA,MASCULINO,185
2020-06-20,LIMA,FEMENINO,91
2020-06-20,LORETO,MASCULINO,5
2020-06-20,LORETO,FEMENINO,3
2020-06-20,MADRE DE DIOS,MASCULINO,4
2020-06-20,MADRE DE DIOS,FEMENINO,2
2020-06-20,MOQUEGUA,MASCULINO,1
2020-06-20,PASCO,MASCULINO,2
2020-06-20,PASCO,FEMENINO,1
2020-06-20,PIURA,MASCULINO,31
2020-06-20,PIURA,FEMENINO,13
2020-06-20,SAN MARTIN,MASCULINO,23
2020-06-20,SAN MARTIN,FEMENINO,4
2020-06-20,TUMBES,MASCULINO,5
2020-06-20,TUMBES,FEMENINO,2
2020-06-20,UCAYALI,MASCULINO,4
2020-06-20,UCAYALI,FEMENINO,2
2020-06-21,AMAZONAS,MASCULINO,3
2020-06-21,AMAZONAS,FEMENINO,2
2020-06-21,ANCASH,MASCULINO,12
2020-06-21,ANCASH,FEMENINO,4
2020-06-21,APURIMAC,MASCULINO,2
2020-06-21,AREQUIPA,MASCULINO,20
2020-06-21,AREQUIPA,FEMENINO,5
2020-06-21,AYACUCHO,MASCULINO,6
2020-06-21,CAJAMARCA,MASCULINO,2
2020-06-21,CALLAO,MASCULINO,18
2020-06-21,CALLAO,FEMENINO,11
2020-06-21,HUANUCO,MASCULINO,3
2020-06-21,HUANUCO,FEMENINO,7
2020-06-21,ICA,MASCULINO,19
2020-06-21,ICA,FEMENINO,13
2020-06-21,JUNIN,MASCULINO,8
2020-06-21,JUNIN,FEMENINO,1
2020-06-21,LA LIBERTAD,MASCULINO,38
2020-06-21,LA LIBERTAD,FEMENINO,15
2020-06-21,LAMBAYEQUE,MASCULINO,8
2020-06-21,LAMBAYEQUE,FEMENINO,5
2020-06-21,LIMA,MASCULINO,179
2020-06-21,LIMA,FEMENINO,81
2020-06-21,LORETO,MASCULINO,4
2020-06-21,LORETO,FEMENINO,4
2020-06-21,MADRE DE DIOS,MASCULINO,5
2020-06-21,MADRE DE DIOS,FEMENINO,4
2020-06-21,PASCO,MASCULINO,3
2020-06-21,PASCO,FEMENINO,1
2020-06-21,PIURA,MASCULINO,22
2020-06-21,PIURA,FEMENINO,9
2020-06-21,PUNO,MASCULINO,1
2020-06-21,SAN MARTIN,MASCULINO,15
2020-06-21,SAN MARTIN,FEMENINO,5
2020-06-21,TUMBES,MASCULINO,7
2020-06-21,TUMBES,FEMENINO,2
2020-06-21,UCAYALI,MASCULINO,3
2020-06-21,UCAYALI,FEMENINO,2
2020-06-22,AMAZONAS,MASCULINO,2
2020-06-22,AMAZONAS,FEMENINO,1
2020-06-22,ANCASH,MASCULINO,15
2020-06-22,ANCASH,FEMENINO,3
2020-06-22,APURIMAC,FEMENINO,1
2020-06-22,AREQUIPA,MASCULINO,8
2020-06-22,AREQUIPA,FEMENINO,6
2020-06-22,CAJAMARCA,MASCULINO,6
2020-06-22,CAJAMARCA,FEMENINO,1
2020-06-22,CALLAO,MASCULINO,17
2020-06-22,CALLAO,FEMENINO,9
2020-06-22,HUANUCO,MASCULINO,3
2020-06-22,HUANUCO,FEMENINO,1
2020-06-22,ICA,MASCULINO,17
2020-06-22,ICA,FEMENINO,9
2020-06-22,JUNIN,MASCULINO,6
2020-06-22,JUNIN,FEMENINO,3
2020-06-22,LA LIBERTAD,MASCULINO,46
2020-06-22,LA LIBERTAD,FEMENINO,20
2020-06-22,LAMBAYEQUE,MASCULINO,10
2020-06-22,LAMBAYEQUE,FEMENINO,4
2020-06-22,LIMA,MASCULINO,157
2020-06-22,LIMA,FEMENINO,95
2020-06-22,LORETO,MASCULINO,9
2020-06-22,LORETO,FEMENINO,3
2020-06-22,MADRE DE DIOS,MASCULINO,3
2020-06-22,MADRE DE DIOS,FEMENINO,1
2020-06-22,PIURA,MASCULINO,21
2020-06-22,PIURA,FEMENINO,14
2020-06-22,PUNO,MASCULINO,1
2020-06-22,PUNO,FEMENINO,3
2020-06-22,SAN MARTIN,MASCULINO,18
2020-06-22,SAN MARTIN,FEMENINO,8
2020-06-22,TACNA,FEMENINO,2
2020-06-22,TUMBES,MASCULINO,7
2020-06-22,TUMBES,FEMENINO,3
2020-06-22,UCAYALI,MASCULINO,4
2020-06-22,UCAYALI,FEMENINO,1
2020-06-23,ANCASH,MASCULINO,5
2020-06-23,ANCASH,FEMENINO,8
2020-06-23,AREQUIPA,MASCULINO,23
2020-06-23,AREQUIPA,FEMENINO,11
2020-06-23,AYACUCHO,MASCULINO,1
2020-06-23,CAJAMARCA,MASCULINO,1
2020-06-23,CAJAMARCA,FEMENINO,3
2020-06-23,CALLAO,MASCULINO,26
2020-06-23,CALLAO,FEMENINO,10
2020-06-23,HUANCAVELICA,MASCULINO,1
2020-06-23,HUANUCO,MASCULINO,3
2020-06-23,HUANUCO,FEMENINO,3
2020-06-23,ICA,MASCULINO,21
2020-06-23,ICA,FEMENINO,6
2020-06-23,JUNIN,MASCULINO,6
2020-06-23,JUNIN,FEMENINO,1
2020-06-23,LA LIBERTAD,MASCULINO,31
2020-06-23,LA LIBERTAD,FEMENINO,16
2020-06-23,LAMBAYEQUE,MASCULINO,17
2020-06-23,LAMBAYEQUE,FEMENINO,6
2020-06-23,LIMA,MASCULINO,172
2020-06-23,LIMA,FEMENINO,89
2020-06-23,LORETO,MASCULINO,6
2020-06-23,LORETO,FEMENINO,2
2020-06-23,MADRE DE DIOS,MASCULINO,5
2020-06-23,MOQUEGUA,MASCULINO,2
2020-06-23,MOQUEGUA,FEMENINO,1
2020-06-23,PIURA,MASCULINO,26
2020-06-23,PIURA,FEMENINO,10
2020-06-23,PUNO,MASCULINO,2
2020-06-23,SAN MARTIN,MASCULINO,17
2020-06-23,SAN MARTIN,FEMENINO,7
2020-06-23,TACNA,MASCULINO,1
2020-06-23,TACNA,FEMENINO,1
2020-06-23,TUMBES,MASCULINO,3
2020-06-23,TUMBES,FEMENINO,2
2020-06-23,UCAYALI,MASCULINO,6
2020-06-23,UCAYALI,FEMENINO,2
2020-06-24,AMAZONAS,MASCULINO,3
2020-06-24,AMAZONAS,FEMENINO,1
2020-06-24,ANCASH,MASCULINO,11
2020-06-24,ANCASH,FEMENINO,3
2020-06-24,APURIMAC,FEMENINO,1
2020-06-24,AREQUIPA,MASCULINO,15
2020-06-24,AREQUIPA,FEMENINO,5
2020-06-24,AYACUCHO,MASCULINO,1
2020-06-24,CAJAMARCA,MASCULINO,4
2020-06-24,CAJAMARCA,FEMENINO,1
2020-06-24,CALLAO,MASCULINO,19
2020-06-24,CALLAO,FEMENINO,10
2020-06-24,HUANUCO,MASCULINO,4
2020-06-24,HUANUCO,FEMENINO,2
2020-06-24,ICA,MASCULINO,20
2020-06-24,ICA,FEMENINO,6
2020-06-24,JUNIN,MASCULINO,11
2020-06-24,JUNIN,FEMENINO,5
2020-06-24,LA LIBERTAD,MASCULINO,33
2020-06-24,LA LIBERTAD,FEMENINO,26
2020-06-24,LAMBAYEQUE,MASCULINO,18
2020-06-24,LAMBAYEQUE,FEMENINO,6
2020-06-24,LIMA,MASCULINO,150
2020-06-24,LIMA,FEMENINO,86
2020-06-24,LORETO,MASCULINO,5
2020-06-24,LORETO,FEMENINO,3
2020-06-24,MADRE DE DIOS,MASCULINO,9
2020-06-24,MADRE DE DIOS,FEMENINO,2
2020-06-24,MOQUEGUA,MASCULINO,2
2020-06-24,PIURA,MASCULINO,21
2020-06-24,PIURA,FEMENINO,15
2020-06-24,PUNO,MASCULINO,1
2020-06-24,SAN MARTIN,MASCULINO,17
2020-06-24,SAN MARTIN,FEMENINO,8
2020-06-24,TUMBES,MASCULINO,2
2020-06-24,UCAYALI,MASCULINO,1
2020-06-24,UCAYALI,FEMENINO,1
2020-06-25,AMAZONAS,MASCULINO,4
2020-06-25,AMAZONAS,FEMENINO,2
2020-06-25,ANCASH,MASCULINO,15
2020-06-25,ANCASH,FEMENINO,3
2020-06-25,APURIMAC,MASCULINO,1
2020-06-25,AREQUIPA,MASCULINO,16
2020-06-25,AREQUIPA,FEMENINO,3
2020-06-25,AYACUCHO,MASCULINO,1
2020-06-25,AYACUCHO,FEMENINO,1
2020-06-25,CAJAMARCA,FEMENINO,2
2020-06-25,CALLAO,MASCULINO,13
2020-06-25,CALLAO,FEMENINO,3
2020-06-25,CUSCO,MASCULINO,2
2020-06-25,CUSCO,FEMENINO,1
2020-06-25,HUANUCO,MASCULINO,3
2020-06-25,ICA,MASCULINO,15
2020-06-25,ICA,FEMENINO,11
2020-06-25,JUNIN,MASCULINO,3
2020-06-25,JUNIN,FEMENINO,1
2020-06-25,LA LIBERTAD,MASCULINO,35
2020-06-25,LA LIBERTAD,FEMENINO,19
2020-06-25,LAMBAYEQUE,MASCULINO,9
2020-06-25,LAMBAYEQUE,FEMENINO,10
2020-06-25,LIMA,MASCULINO,176
2020-06-25,LIMA,FEMENINO,82
2020-06-25,LORETO,MASCULINO,6
2020-06-25,LORETO,FEMENINO,2
2020-06-25,MADRE DE DIOS,MASCULINO,3
2020-06-25,PASCO,FEMENINO,2
2020-06-25,PIURA,MASCULINO,27
2020-06-25,PIURA,FEMENINO,8
2020-06-25,PUNO,MASCULINO,1
2020-06-25,SAN MARTIN,MASCULINO,18
2020-06-25,SAN MARTIN,FEMENINO,8
2020-06-25,TACNA,MASCULINO,1
2020-06-25,TACNA,FEMENINO,1
2020-06-25,TUMBES,MASCULINO,5
2020-06-25,TUMBES,FEMENINO,6
2020-06-25,UCAYALI,MASCULINO,6
2020-06-25,UCAYALI,FEMENINO,1
2020-06-26,AMAZONAS,MASCULINO,8
2020-06-26,AMAZONAS,FEMENINO,3
2020-06-26,ANCASH,MASCULINO,15
2020-06-26,ANCASH,FEMENINO,4
2020-06-26,APURIMAC,FEMENINO,1
2020-06-26,AREQUIPA,MASCULINO,17
2020-06-26,AREQUIPA,FEMENINO,8
2020-06-26,AYACUCHO,MASCULINO,3
2020-06-26,CAJAMARCA,MASCULINO,6
2020-06-26,CAJAMARCA,FEMENINO,2
2020-06-26,CALLAO,MASCULINO,19
2020-06-26,CALLAO,FEMENINO,8
2020-06-26,CUSCO,MASCULINO,1
2020-06-26,HUANUCO,MASCULINO,4
2020-06-26,HUANUCO,FEMENINO,3
2020-06-26,ICA,MASCULINO,11
2020-06-26,ICA,FEMENINO,10
2020-06-26,JUNIN,MASCULINO,4
2020-06-26,JUNIN,FEMENINO,6
2020-06-26,LA LIBERTAD,MASCULINO,22
2020-06-26,LA LIBERTAD,FEMENINO,15
2020-06-26,LAMBAYEQUE,MASCULINO,14
2020-06-26,LAMBAYEQUE,FEMENINO,7
2020-06-26,LIMA,MASCULINO,173
2020-06-26,LIMA,FEMENINO,78
2020-06-26,LORETO,MASCULINO,8
2020-06-26,LORETO,FEMENINO,5
2020-06-26,MADRE DE DIOS,MASCULINO,5
2020-06-26,MADRE DE DIOS,FEMENINO,1
2020-06-26,PIURA,MASCULINO,16
2020-06-26,PIURA,FEMENINO,10
2020-06-26,PUNO,FEMENINO,1
2020-06-26,SAN MARTIN,MASCULINO,20
2020-06-26,SAN MARTIN,FEMENINO,5
2020-06-26,TACNA,MASCULINO,1
2020-06-26,TACNA,FEMENINO,1
2020-06-26,TUMBES,MASCULINO,6
2020-06-26,UCAYALI,MASCULINO,7
2020-06-26,UCAYALI,FEMENINO,3
2020-06-27,AMAZONAS,MASCULINO,6
2020-06-27,AMAZONAS,FEMENINO,1
2020-06-27,ANCASH,MASCULINO,8
2020-06-27,ANCASH,FEMENINO,6
2020-06-27,AREQUIPA,MASCULINO,19
2020-06-27,AREQUIPA,FEMENINO,6
2020-06-27,CAJAMARCA,MASCULINO,6
2020-06-27,CAJAMARCA,FEMENINO,6
2020-06-27,CALLAO,MASCULINO,12
2020-06-27,CALLAO,FEMENINO,17
2020-06-27,CUSCO,MASCULINO,1
2020-06-27,HUANCAVELICA,MASCULINO,1
2020-06-27,HUANCAVELICA,FEMENINO,1
2020-06-27,HUANUCO,MASCULINO,3
2020-06-27,HUANUCO,FEMENINO,2
2020-06-27,ICA,MASCULINO,17
2020-06-27,ICA,FEMENINO,7
2020-06-27,JUNIN,MASCULINO,6
2020-06-27,JUNIN,FEMENINO,7
2020-06-27,LA LIBERTAD,MASCULINO,34
2020-06-27,LA LIBERTAD,FEMENINO,16
2020-06-27,LAMBAYEQUE,MASCULINO,11
2020-06-27,LAMBAYEQUE,FEMENINO,6
2020-06-27,LIMA,MASCULINO,168
2020-06-27,LIMA,FEMENINO,79
2020-06-27,LORETO,MASCULINO,12
2020-06-27,LORETO,FEMENINO,3
2020-06-27,MADRE DE DIOS,MASCULINO,2
2020-06-27,MOQUEGUA,MASCULINO,2
2020-06-27,PIURA,MASCULINO,26
2020-06-27,PIURA,FEMENINO,12
2020-06-27,PUNO,MASCULINO,3
2020-06-27,PUNO,FEMENINO,2
2020-06-27,SAN MARTIN,MASCULINO,19
2020-06-27,SAN MARTIN,FEMENINO,2
2020-06-27,TACNA,MASCULINO,1
2020-06-27,TACNA,FEMENINO,1
2020-06-27,TUMBES,MASCULINO,2
2020-06-27,TUMBES,FEMENINO,1
2020-06-27,UCAYALI,MASCULINO,6
2020-06-27,UCAYALI,FEMENINO,1
2020-06-28,AMAZONAS,MASCULINO,5
2020-06-28,ANCASH,MASCULINO,16
2020-06-28,ANCASH,FEMENINO,8
2020-06-28,APURIMAC,MASCULINO,1
2020-06-28,AREQUIPA,MASCULINO,28
2020-06-28,AREQUIPA,FEMENINO,12
2020-06-28,AYACUCHO,MASCULINO,2
2020-06-28,CAJAMARCA,MASCULINO,11
2020-06-28,CAJAMARCA,FEMENINO,1
2020-06-28,CALLAO,MASCULINO,18
2020-06-28,CALLAO,FEMENINO,6
2020-06-28,CUSCO,MASCULINO,1
2020-06-28,CUSCO,FEMENINO,2
2020-06-28,HUANCAVELICA,MASCULINO,1
2020-06-28,HUANUCO,MASCULINO,2
2020-06-28,HUANUCO,FEMENINO,3
2020-06-28,ICA,MASCULINO,14
2020-06-28,ICA,FEMENINO,10
2020-06-28,JUNIN,MASCULINO,5
2020-06-28,JUNIN,FEMENINO,6
2020-06-28,LA LIBERTAD,MASCULINO,36
2020-06-28,LA LIBERTAD,FEMENINO,20
2020-06-28,LAMBAYEQUE,MASCULINO,11
2020-06-28,LAMBAYEQUE,FEMENINO,3
2020-06-28,LIMA,MASCULINO,160
2020-06-28,LIMA,FEMENINO,75
2020-06-28,LORETO,MASCULINO,8
2020-06-28,LORETO,FEMENINO,3
2020-06-28,MADRE DE DIOS,MASCULINO,6
2020-06-28,MOQUEGUA,MASCULINO,1
2020-06-28,PIURA,MASCULINO,17
2020-06-28,PIURA,FEMENINO,9
2020-06-28,SAN MARTIN,MASCULINO,13
2020-06-28,SAN MARTIN,FEMENINO,8
2020-06-28,TACNA,MASCULINO,1
2020-06-28,TUMBES,MASCULINO,3
2020-06-28,TUMBES,FEMENINO,4
2020-06-28,UCAYALI,MASCULINO,6
2020-06-28,UCAYALI,FEMENINO,2
2020-06-29,AMAZONAS,MASCULINO,5
2020-06-29,AMAZONAS,FEMENINO,2
2020-06-29,ANCASH,MASCULINO,10
2020-06-29,ANCASH,FEMENINO,8
2020-06-29,APURIMAC,MASCULINO,1
2020-06-29,AREQUIPA,MASCULINO,18
2020-06-29,AREQUIPA,FEMENINO,12
2020-06-29,AYACUCHO,MASCULINO,2
2020-06-29,AYACUCHO,FEMENINO,1
2020-06-29,CAJAMARCA,MASCULINO,6
2020-06-29,CAJAMARCA,FEMENINO,5
2020-06-29,CALLAO,MASCULINO,20
2020-06-29,CALLAO,FEMENINO,7
2020-06-29,CUSCO,FEMENINO,1
2020-06-29,HUANUCO,MASCULINO,8
2020-06-29,HUANUCO,FEMENINO,1
2020-06-29,ICA,MASCULINO,15
2020-06-29,ICA,FEMENINO,6
2020-06-29,JUNIN,MASCULINO,4
2020-06-29,JUNIN,FEMENINO,4
2020-06-29,LA LIBERTAD,MASCULINO,36
2020-06-29,LA LIBERTAD,FEMENINO,19
2020-06-29,LAMBAYEQUE,MASCULINO,11
2020-06-29,LAMBAYEQUE,FEMENINO,7
2020-06-29,LIMA,MASCULINO,136
2020-06-29,LIMA,FEMENINO,75
2020-06-29,LORETO,MASCULINO,4
2020-06-29,LORETO,FEMENINO,2
2020-06-29,MADRE DE DIOS,MASCULINO,7
2020-06-29,MOQUEGUA,MASCULINO,1
2020-06-29,MOQUEGUA,FEMENINO,3
2020-06-29,PASCO,FEMENINO,1
2020-06-29,PIURA,MASCULINO,17
2020-06-29,PIURA,FEMENINO,9
2020-06-29,PUNO,MASCULINO,2
2020-06-29,SAN MARTIN,MASCULINO,19
2020-06-29,SAN MARTIN,FEMENINO,6
2020-06-29,TUMBES,MASCULINO,7
2020-06-29,TUMBES,FEMENINO,1
