FECHA_FALLECIMIENTO,DEPARTAMENTO,SEXO,defunciones
2020-08-13,LA LIBERTAD,FEMENINO,7
2020-08-13,LAMBAYEQUE,MASCULINO,7
2020-08-13,LAMBAYEQUE,FEMENINO,8
2020-08-13,LIMA,MASCULINO,181
2020-08-13,LIMA,FEMENINO,100
2020-08-13,LORETO,MASCULINO,2
2020-08-13,LORETO,FEMENINO,2
2020-08-13,MADRE DE DIOS,FEMENINO,2
2020-08-13,MOQUEGUA,MASCULINO,11
2020-08-13,MOQUEGUA,FEMENINO,3
2020-08-13,PASCO,MASCULINO,1
2020-08-13,PASCO,FEMENINO,1
2020-08-13,PIURA,MASCULINO,20
2020-08-13,PIURA,FEMENINO,15
2020-08-13,PUNO,MASCULINO,27
2020-08-13,PUNO,FEMENINO,9
2020-08-13,SAN MARTIN,MASCULINO,8
2020-08-13,SAN MARTIN,FEMENINO,1
2020-08-13,TACNA,MASCULINO,13
2020-08-13,TACNA,FEMENINO,7
2020-08-13,TUMBES,MASCULINO,2
2020-08-13,UCAYALI,MASCULINO,2
2020-08-13,UCAYALI,FEMENINO,5
2020-08-14,AMAZONAS,MASCULINO,2
2020-08-14,AMAZONAS,FEMENINO,3
2020-08-14,ANCASH,MASCULINO,13
2020-08-14,ANCASH,FEMENINO,8
2020-08-14,APURIMAC,FEMENINO,3
2020-08-14,AREQUIPA,MASCULINO,18
2020-08-14,AREQUIPA,FEMENINO,24
2020-08-14,AYACUCHO,MASCULINO,15
2020-08-14,AYACUCHO,FEMENINO,3
2020-08-14,CAJAMARCA,MASCULINO,8
2020-08-14,CAJAMARCA,FEMENINO,4
2020-08-14,CALLAO,MASCULINO,18
2020-08-14,CALLAO,FEMENINO,12
2020-08-14,CUSCO,MASCULINO,15
2020-08-14,CUSCO,FEMENINO,12
2020-08-14,HUANCAVELICA,MASCULINO,6
2020-08-14,HUANCAVELICA,FEMENINO,1
2020-08-14,HUANUCO,MASCULINO,6
2020-08-14,HUANUCO,FEMENINO,8
2020-08-14,ICA,MASCULINO,12
2020-08-14,ICA,FEMENINO,9
2020-08-14,JUNIN,MASCULINO,13
2020-08-14,JUNIN,FEMENINO,8
2020-08-14,LA LIBERTAD,MASCULINO,19
2020-08-14,LA LIBERTAD,FEMENINO,10
2020-08-14,LAMBAYEQUE,MASCULINO,10
2020-08-14,LAMBAYEQUE,FEMENINO,14
2020-08-14,LIMA,MASCULINO,161
2020-08-14,LIMA,FEMENINO,107
2020-08-14,LORETO,MASCULINO,3
2020-08-14,LORETO,FEMENINO,3
2020-08-14,MADRE DE DIOS,MASCULINO,2
2020-08-14,MOQUEGUA,MASCULINO,9
2020-08-14,MOQUEGUA,FEMENINO,3
2020-08-14,PASCO,MASCULINO,1
2020-08-14,PASCO,FEMENINO,1
2020-08-14,PIURA,MASCULINO,21
2020-08-14,PIURA,FEMENINO,9
2020-08-14,PUNO,MASCULINO,19
2020-08-14,PUNO,FEMENINO,18
2020-08-14,SAN MARTIN,MASCULINO,3
2020-08-14,SAN MARTIN,FEMENINO,3
2020-08-14,TACNA,MASCULINO,10
2020-08-14,TACNA,FEMENINO,5
2020-08-14,TUMBES,MASCULINO,3
2020-08-14,UCAYALI,MASCULINO,1
2020-08-15,AMAZONAS,FEMENINO,1
2020-08-15,ANCASH,MASCULINO,6
2020-08-15,ANCASH,FEMENINO,4
2020-08-15,APURIMAC,MASCULINO,4
2020-08-15,APURIMAC,FEMENINO,1
2020-08-15,AREQUIPA,MASCULINO,21
2020-08-15,AREQUIPA,FEMENINO,14
2020-08-15,AYACUCHO,MASCULINO,6
2020-08-15,AYACUCHO,FEMENINO,4
2020-08-15,CAJAMARCA,MASCULINO,6
2020-08-15,CAJAMARCA,FEMENINO,4
2020-08-15,CALLAO,MASCULINO,11
2020-08-15,CALLAO,FEMENINO,14
2020-08-15,CUSCO,MASCULINO,23
2020-08-15,CUSCO,FEMENINO,12
2020-08-15,HUANCAVELICA,FEMENINO,2
2020-08-15,HUANUCO,MASCULINO,6
2020-08-15,HUANUCO,FEMENINO,3
2020-08-15,ICA,MASCULINO,12
2020-08-15,ICA,FEMENINO,7
2020-08-15,JUNIN,MASCULINO,6
2020-08-15,JUNIN,FEMENINO,10
2020-08-15,LA LIBERTAD,MASCULINO,13
2020-08-15,LA LIBERTAD,FEMENINO,10
2020-08-15,LAMBAYEQUE,MASCULINO,6
2020-08-15,LAMBAYEQUE,FEMENINO,9
2020-08-15,LIMA,MASCULINO,166
2020-08-15,LIMA,FEMENINO,99
2020-08-15,LORETO,FEMENINO,1
2020-08-15,MADRE DE DIOS,MASCULINO,1
2020-08-15,MADRE DE DIOS,FEMENINO,2
2020-08-15,MOQUEGUA,MASCULINO,8
2020-08-15,MOQUEGUA,FEMENINO,6
2020-08-15,PASCO,MASCULINO,1
2020-08-15,PIURA,MASCULINO,12
2020-08-15,PIURA,FEMENINO,11
2020-08-15,PUNO,MASCULINO,23
2020-08-15,PUNO,FEMENINO,14
2020-08-15,SAN MARTIN,MASCULINO,4
2020-08-15,SAN MARTIN,FEMENINO,3
2020-08-15,TACNA,MASCULINO,10
2020-08-15,TACNA,FEMENINO,6
2020-08-15,UCAYALI,MASCULINO,3
2020-08-15,UCAYALI,FEMENINO,5
2020-08-16,AMAZONAS,MASCULINO,4
2020-08-16,ANCASH,MASCULINO,10
2020-08-16,ANCASH,FEMENINO,2
2020-08-16,APURIMAC,MASCULINO,1
2020-08-16,APURIMAC,FEMENINO,5
2020-08-16,AREQUIPA,MASCULINO,19
2020-08-16,AREQUIPA,FEMENINO,19
2020-08-16,AYACUCHO,MASCULINO,4
2020-08-16,AYACUCHO,FEMENINO,3
2020-08-16,CAJAMARCA,MASCULINO,12
2020-08-16,CAJAMARCA,FEMENINO,3
2020-08-16,CALLAO,MASCULINO,10
2020-08-16,CALLAO,FEMENINO,8
2020-08-16,CUSCO,MASCULINO,22
2020-08-16,CUSCO,FEMENINO,11
2020-08-16,HUANCAVELICA,MASCULINO,9
2020-08-16,HUANCAVELICA,FEMENINO,5
2020-08-16,HUANUCO,MASCULINO,2
2020-08-16,HUANUCO,FEMENINO,3
2020-08-16,ICA,MASCULINO,14
2020-08-16,ICA,FEMENINO,8
2020-08-16,JUNIN,MASCULINO,5
2020-08-16,JUNIN,FEMENINO,4
2020-08-16,LA LIBERTAD,MASCULINO,15
2020-08-16,LA LIBERTAD,FEMENINO,7
2020-08-16,LAMBAYEQUE,MASCULINO,5
2020-08-16,LAMBAYEQUE,FEMENINO,10
2020-08-16,LIMA,MASCULINO,154
2020-08-16,LIMA,FEMENINO,76
2020-08-16,LORETO,MASCULINO,2
2020-08-16,LORETO,FEMENINO,5
2020-08-16,MADRE DE DIOS,MASCULINO,1
2020-08-16,MADRE DE DIOS,FEMENINO,2
2020-08-16,MOQUEGUA,MASCULINO,9
2020-08-16,MOQUEGUA,FEMENINO,4
2020-08-16,PIURA,MASCULINO,13
2020-08-16,PIURA,FEMENINO,6
2020-08-16,PUNO,MASCULINO,19
2020-08-16,PUNO,FEMENINO,12
2020-08-16,SAN MARTIN,MASCULINO,5
2020-08-16,SAN MARTIN,FEMENINO,3
2020-08-16,TACNA,MASCULINO,5
2020-08-16,TACNA,FEMENINO,3
2020-08-16,TUMBES,MASCULINO,2
2020-08-16,TUMBES,FEMENINO,2
2020-08-16,UCAYALI,MASCULINO,2
2020-08-16,UCAYALI,FEMENINO,5
2020-08-17,AMAZONAS,MASCULINO,1
2020-08-17,ANCASH,MASCULINO,18
2020-08-17,ANCASH,FEMENINO,4
2020-08-17,APURIMAC,MASCULINO,1
2020-08-17,AREQUIPA,MASCULINO,25
2020-08-17,AREQUIPA,FEMENINO,19
2020-08-17,AYACUCHO,MASCULINO,9
2020-08-17,AYACUCHO,FEMENINO,1
2020-08-17,CAJAMARCA,MASCULINO,8
2020-08-17,CAJAMARCA,FEMENINO,3
2020-08-17,CALLAO,MASCULINO,23
2020-08-17,CALLAO,FEMENINO,6
2020-08-17,CUSCO,MASCULINO,18
2020-08-17,CUSCO,FEMENINO,13
2020-08-17,HUANCAVELICA,MASCULINO,2
2020-08-17,HUANUCO,MASCULINO,4
2020-08-17,HUANUCO,FEMENINO,1
2020-08-17,ICA,MASCULINO,18
2020-08-17,ICA,FEMENINO,11
2020-08-17,JUNIN,MASCULINO,9
2020-08-17,JUNIN,FEMENINO,7
2020-08-17,LA LIBERTAD,MASCULINO,19
2020-08-17,LA LIBERTAD,FEMENINO,6
2020-08-17,LAMBAYEQUE,MASCULINO,8
2020-08-17,LAMBAYEQUE,FEMENINO,7
2020-08-17,LIMA,MASCULINO,163
2020-08-17,LIMA,FEMENINO,103
2020-08-17,LORETO,MASCULINO,2
2020-08-17,LORETO,FEMENINO,2
2020-08-17,MADRE DE DIOS,MASCULINO,3
2020-08-17,MADRE DE DIOS,FEMENINO,2
2020-08-17,MOQUEGUA,MASCULINO,6
2020-08-17,MOQUEGUA,FEMENINO,3
2020-08-17,PIURA,MASCULINO,10
2020-08-17,PIURA,FEMENINO,10
2020-08-17,PUNO,MASCULINO,22
2020-08-17,PUNO,FEMENINO,9
2020-08-17,SAN MARTIN,MASCULINO,5
2020-08-17,SAN MARTIN,FEMENINO,3
2020-08-17,TACNA,MASCULINO,11
2020-08-17,TACNA,FEMENINO,5
2020-08-17,TUMBES,MASCULINO,1
2020-08-17,UCAYALI,MASCULINO,9
2020-08-17,UCAYALI,FEMENINO,5
2020-08-18,AMAZONAS,MASCULINO,1
2020-08-18,AMAZONAS,FEMENINO,1
2020-08-18,ANCASH,MASCULINO,6
2020-08-18,ANCASH,FEMENINO,3
2020-08-18,APURIMAC,MASCULINO,4
2020-08-18,APURIMAC,FEMENINO,1
2020-08-18,AREQUIPA,MASCULINO,15
2020-08-18,AREQUIPA,FEMENINO,18
2020-08-18,AYACUCHO,MASCULINO,8
2020-08-18,AYACUCHO,FEMENINO,5
2020-08-18,CAJAMARCA,MASCULINO,11
2020-08-18,CAJAMARCA,FEMENINO,4
2020-08-18,CALLAO,MASCULINO,17
2020-08-18,CALLAO,FEMENINO,3
2020-08-18,CUSCO,MASCULINO,12
2020-08-18,CUSCO,FEMENINO,17
2020-08-18,HUANCAVELICA,MASCULINO,3
2020-08-18,HUANUCO,MASCULINO,3
2020-08-18,HUANUCO,FEMENINO,7
2020-08-18,ICA,MASCULINO,15
2020-08-18,ICA,FEMENINO,8
2020-08-18,JUNIN,MASCULINO,13
2020-08-18,JUNIN,FEMENINO,4
2020-08-18,LA LIBERTAD,MASCULINO,11
2020-08-18,LA LIBERTAD,FEMENINO,8
2020-08-18,LAMBAYEQUE,MASCULINO,11
2020-08-18,LAMBAYEQUE,FEMENINO,15
2020-08-18,LIMA,MASCULINO,141
2020-08-18,LIMA,FEMENINO,105
2020-08-18,LORETO,MASCULINO,2
2020-08-18,MADRE DE DIOS,MASCULINO,2
2020-08-18,MADRE DE DIOS,FEMENINO,1
2020-08-18,MOQUEGUA,MASCULINO,8
2020-08-18,MOQUEGUA,FEMENINO,2
2020-08-18,PASCO,MASCULINO,3
2020-08-18,PASCO,FEMENINO,3
2020-08-18,PIURA,MASCULINO,12
2020-08-18,PIURA,FEMENINO,12
2020-08-18,PUNO,MASCULINO,25
2020-08-18,PUNO,FEMENINO,14
2020-08-18,SAN MARTIN,MASCULINO,5
2020-08-18,SAN MARTIN,FEMENINO,4
2020-08-18,TACNA,MASCULINO,7
2020-08-18,TACNA,FEMENINO,2
2020-08-18,TUMBES,MASCULINO,1
2020-08-18,UCAYALI,MASCULINO,4
2020-08-19,ANCASH,MASCULINO,9
2020-08-19,ANCASH,FEMENINO,4
2020-08-19,APURIMAC,MASCULINO,2
2020-08-19,AREQUIPA,MASCULINO,12
2020-08-19,AREQUIPA,FEMENINO,22
2020-08-19,AYACUCHO,MASCULINO,5
2020-08-19,AYACUCHO,FEMENINO,3
2020-08-19,CAJAMARCA,MASCULINO,10
2020-08-19,CAJAMARCA,FEMENINO,7
2020-08-19,CALLAO,MASCULINO,11
2020-08-19,CALLAO,FEMENINO,11
2020-08-19,CUSCO,MASCULINO,17
2020-08-19,CUSCO,FEMENINO,11
2020-08-19,HUANCAVELICA,MASCULINO,3
2020-08-19,HUANCAVELICA,FEMENINO,1
2020-08-19,HUANUCO,MASCULINO,2
2020-08-19,HUANUCO,FEMENINO,2
2020-08-19,ICA,MASCULINO,10
2020-08-19,ICA,FEMENINO,9
2020-08-19,JUNIN,MASCULINO,12
2020-08-19,JUNIN,FEMENINO,5
2020-08-19,LA LIBERTAD,MASCULINO,18
2020-08-19,LA LIBERTAD,FEMENINO,11
2020-08-19,LAMBAYEQUE,MASCULINO,10
2020-08-19,LAMBAYEQUE,FEMENINO,10
2020-08-19,LIMA,MASCULINO,108
2020-08-19,LIMA,FEMENINO,105
2020-08-19,LORETO,MASCULINO,3
2020-08-19,LORETO,FEMENINO,1
2020-08-19,MADRE DE DIOS,MASCULINO,1
2020-08-19,MADRE DE DIOS,FEMENINO,1
2020-08-19,MOQUEGUA,MASCULINO,6
2020-08-19,MOQUEGUA,FEMENINO,2
2020-08-19,PASCO,MASCULINO,2
2020-08-19,PASCO,FEMENINO,1
2020-08-19,PIURA,MASCULINO,11
2020-08-19,PIURA,FEMENINO,7
2020-08-19,PUNO,MASCULINO,28
2020-08-19,PUNO,FEMENINO,10
2020-08-19,SAN MARTIN,MASCULINO,1
2020-08-19,SAN MARTIN,FEMENINO,3
2020-08-19,TACNA,MASCULINO,3
2020-08-19,TACNA,FEMENINO,6
2020-08-19,TUMBES,MASCULINO,1
2020-08-19,UCAYALI,MASCULINO,1
2020-08-19,UCAYALI,FEMENINO,1
2020-08-20,ANCASH,MASCULINO,9
2020-08-20,APURIMAC,MASCULINO,2
2020-08-20,AREQUIPA,MASCULINO,25
2020-08-20,AREQUIPA,FEMENINO,20
2020-08-20,AYACUCHO,MASCULINO,8
2020-08-20,AYACUCHO,FEMENINO,4
2020-08-20,CAJAMARCA,MASCULINO,7
2020-08-20,CAJAMARCA,FEMENINO,6
2020-08-20,CALLAO,MASCULINO,18
2020-08-20,CALLAO,FEMENINO,9
2020-08-20,CUSCO,MASCULINO,15
2020-08-20,CUSCO,FEMENINO,16
2020-08-20,HUANCAVELICA,FEMENINO,2
2020-08-20,HUANUCO,MASCULINO,5
2020-08-20,HUANUCO,FEMENINO,2
2020-08-20,ICA,MASCULINO,15
2020-08-20,ICA,FEMENINO,10
2020-08-20,JUNIN,MASCULINO,11
2020-08-20,JUNIN,FEMENINO,6
2020-08-20,LA LIBERTAD,MASCULINO,8
2020-08-20,LA LIBERTAD,FEMENINO,8
2020-08-20,LAMBAYEQUE,MASCULINO,8
2020-08-20,LAMBAYEQUE,FEMENINO,5
2020-08-20,LIMA,MASCULINO,129
2020-08-20,LIMA,FEMENINO,97
2020-08-20,LORETO,FEMENINO,1
2020-08-20,MADRE DE DIOS,MASCULINO,1
2020-08-20,MOQUEGUA,MASCULINO,3
2020-08-20,MOQUEGUA,FEMENINO,1
2020-08-20,PASCO,MASCULINO,2
2020-08-20,PASCO,FEMENINO,1
2020-08-20,PIURA,MASCULINO,12
2020-08-20,PIURA,FEMENINO,10
2020-08-20,PUNO,MASCULINO,11
2020-08-20,PUNO,FEMENINO,6
2020-08-20,SAN MARTIN,MASCULINO,2
2020-08-20,SAN MARTIN,FEMENINO,3
2020-08-20,TACNA,MASCULINO,8
2020-08-20,TACNA,FEMENINO,2
2020-08-20,UCAYALI,MASCULINO,2
2020-08-20,UCAYALI,FEMENINO,3
2020-08-21,AMAZONAS,MASCULINO,4
2020-08-21,AMAZONAS,FEMENINO,2
2020-08-21,ANCASH,MASCULINO,8
2020-08-21,ANCASH,FEMENINO,9
2020-08-21,APURIMAC,MASCULINO,1
2020-08-21,APURIMAC,FEMENINO,3
2020-08-21,AREQUIPA,MASCULINO,14
2020-08-21,AREQUIPA,FEMENINO,17
2020-08-21,AYACUCHO,MASCULINO,6
2020-08-21,AYACUCHO,FEMENINO,2
2020-08-21,CAJAMARCA,MASCULINO,6
2020-08-21,CAJAMARCA,FEMENINO,1
2020-08-21,CALLAO,MASCULINO,9
2020-08-21,CALLAO,FEMENINO,1
2020-08-21,CUSCO,MASCULINO,15
2020-08-21,CUSCO,FEMENINO,16
2020-08-21,HUANCAVELICA,MASCULINO,3
2020-08-21,HUANCAVELICA,FEMENINO,2
2020-08-21,HUANUCO,MASCULINO,3
2020-08-21,HUANUCO,FEMENINO,6
2020-08-21,ICA,MASCULINO,14
2020-08-21,ICA,FEMENINO,7
2020-08-21,JUNIN,MASCULINO,12
2020-08-21,JUNIN,FEMENINO,6
2020-08-21,LA LIBERTAD,MASCULINO,9
2020-08-21,LA LIBERTAD,FEMENINO,7
2020-08-21,LAMBAYEQUE,MASCULINO,11
2020-08-21,LAMBAYEQUE,FEMENINO,5
2020-08-21,LIMA,MASCULINO,118
2020-08-21,LIMA,FEMENINO,106
2020-08-21,LORETO,MASCULINO,3
2020-08-21,LORETO,FEMENINO,2
2020-08-21,MOQUEGUA,MASCULINO,9
2020-08-21,MOQUEGUA,FEMENINO,5
2020-08-21,PASCO,MASCULINO,2
2020-08-21,PIURA,MASCULINO,15
2020-08-21,PIURA,FEMENINO,10
2020-08-21,PUNO,MASCULINO,16
2020-08-21,PUNO,FEMENINO,10
2020-08-21,SAN MARTIN,MASCULINO,6
2020-08-21,SAN MARTIN,FEMENINO,4
2020-08-21,TACNA,MASCULINO,12
2020-08-21,TACNA,FEMENINO,2
2020-08-21,UCAYALI,MASCULINO,4
2020-08-21,UCAYALI,FEMENINO,1
2020-08-22,AMAZONAS,MASCULINO,1
2020-08-22,ANCASH,MASCULINO,11
2020-08-22,ANCASH,FEMENINO,3
2020-08-22,AREQUIPA,MASCULINO,5
2020-08-22,AREQUIPA,FEMENINO,15
2020-08-22,AYACUCHO,MASCULINO,9
2020-08-22,AYACUCHO,FEMENINO,4
2020-08-22,CAJAMARCA,MASCULINO,5
2020-08-22,CAJAMARCA,FEMENINO,8
2020-08-22,CALLAO,MASCULINO,15
2020-08-22,CALLAO,FEMENINO,9
2020-08-22,CUSCO,MASCULINO,13
2020-08-22,CUSCO,FEMENINO,8
2020-08-22,HUANCAVELICA,MASCULINO,5
2020-08-22,HUANCAVELICA,FEMENINO,1
2020-08-22,HUANUCO,MASCULINO,3
2020-08-22,HUANUCO,FEMENINO,3
2020-08-22,ICA,MASCULINO,12
2020-08-22,ICA,FEMENINO,4
2020-08-22,JUNIN,MASCULINO,8
2020-08-22,JUNIN,FEMENINO,9
2020-08-22,LA LIBERTAD,MASCULINO,10
2020-08-22,LA LIBERTAD,FEMENINO,7
2020-08-22,LAMBAYEQUE,MASCULINO,5
2020-08-22,LAMBAYEQUE,FEMENINO,9
2020-08-22,LIMA,MASCULINO,154
2020-08-22,LIMA,FEMENINO,106
2020-08-22,LORETO,MASCULINO,2
2020-08-22,MADRE DE DIOS,MASCULINO,1
2020-08-22,MOQUEGUA,MASCULINO,7
2020-08-22,MOQUEGUA,FEMENINO,7
2020-08-22,PASCO,MASCULINO,2
2020-08-22,PASCO,FEMENINO,2
2020-08-22,PIURA,MASCULINO,10
2020-08-22,PIURA,FEMENINO,9
2020-08-22,PUNO,MASCULINO,9
2020-08-22,PUNO,FEMENINO,12
2020-08-22,SAN MARTIN,MASCULINO,3
2020-08-22,SAN MARTIN,FEMENINO,1
2020-08-22,TACNA,MASCULINO,7
2020-08-22,TACNA,FEMENINO,2
2020-08-22,TUMBES,MASCULINO,1
2020-08-22,TUMBES,FEMENINO,1
2020-08-22,UCAYALI,MASCULINO,2
2020-08-22,UCAYALI,FEMENINO,1
2020-08-23,AMAZONAS,MASCULINO,3
2020-08-23,AMAZONAS,FEMENINO,2
2020-08-23,ANCASH,MASCULINO,12
2020-08-23,ANCASH,FEMENINO,8
2020-08-23,APURIMAC,MASCULINO,5
2020-08-23,AREQUIPA,MASCULINO,12
2020-08-23,AREQUIPA,FEMENINO,15
2020-08-23,AYACUCHO,MASCULINO,5
2020-08-23,CAJAMARCA,MASCULINO,9
2020-08-23,CAJAMARCA,FEMENINO,3
2020-08-23,CALLAO,MASCULINO,15
2020-08-23,CALLAO,FEMENINO,8
2020-08-23,CUSCO,MASCULINO,8
2020-08-23,CUSCO,FEMENINO,8
2020-08-23,HUANCAVELICA,MASCULINO,3
2020-08-23,HUANCAVELICA,FEMENINO,1
2020-08-23,HUANUCO,MASCULINO,4
2020-08-23,HUANUCO,FEMENINO,1
2020-08-23,ICA,MASCULINO,15
2020-08-23,ICA,FEMENINO,3
2020-08-23,JUNIN,MASCULINO,15
2020-08-23,JUNIN,FEMENINO,4
2020-08-23,LA LIBERTAD,MASCULINO,14
2020-08-23,LA LIBERTAD,FEMENINO,10
2020-08-23,LAMBAYEQUE,MASCULINO,9
2020-08-23,LAMBAYEQUE,FEMENINO,8
2020-08-23,LIMA,MASCULINO,142
2020-08-23,LIMA,FEMENINO,86
2020-08-23,LORETO,MASCULINO,3
2020-08-23,LORETO,FEMENINO,3
2020-08-23,MADRE DE DIOS,MASCULINO,2
2020-08-23,MOQUEGUA,MASCULINO,3
2020-08-23,MOQUEGUA,FEMENINO,5
2020-08-23,PASCO,MASCULINO,3
2020-08-23,PASCO,FEMENINO,6
2020-08-23,PIURA,MASCULINO,15
2020-08-23,PIURA,FEMENINO,7
2020-08-23,PUNO,MASCULINO,17
2020-08-23,PUNO,FEMENINO,15
2020-08-23,SAN MARTIN,MASCULINO,3
2020-08-23,SAN MARTIN,FEMENINO,4
2020-08-23,TACNA,MASCULINO,6
2020-08-23,TACNA,FEMENINO,3
2020-08-23,TUMBES,MASCULINO,1
2020-08-23,UCAYALI,MASCULINO,1
2020-08-23,UCAYALI,FEMENINO,4
2020-08-24,AMAZONAS,FEMENINO,2
2020-08-24,ANCASH,MASCULINO,9
2020-08-24,ANCASH,FEMENINO,4
2020-08-24,APURIMAC,MASCULINO,1
2020-08-24,APURIMAC,FEMENINO,1
2020-08-24,AREQUIPA,MASCULINO,16
2020-08-24,AREQUIPA,FEMENINO,17
2020-08-24,AYACUCHO,MASCULINO,5
2020-08-24,AYACUCHO,FEMENINO,2
2020-08-24,CAJAMARCA,MASCULINO,10
2020-08-24,CAJAMARCA,FEMENINO,6
2020-08-24,CALLAO,MASCULINO,5
2020-08-24,CALLAO,FEMENINO,8
2020-08-24,CUSCO,MASCULINO,8
2020-08-24,CUSCO,FEMENINO,8
2020-08-24,HUANCAVELICA,MASCULINO,4
2020-08-24,HUANCAVELICA,FEMENINO,4
2020-08-24,HUANUCO,MASCULINO,6
2020-08-24,HUANUCO,FEMENINO,4
2020-08-24,ICA,MASCULINO,22
2020-08-24,ICA,FEMENINO,5
2020-08-24,JUNIN,MASCULINO,12
2020-08-24,JUNIN,FEMENINO,14
2020-08-24,LA LIBERTAD,MASCULINO,16
2020-08-24,LA LIBERTAD,FEMENINO,13
2020-08-24,LAMBAYEQUE,MASCULINO,8
2020-08-24,LAMBAYEQUE,FEMENINO,9
2020-08-24,LIMA,MASCULINO,136
2020-08-24,LIMA,FEMENINO,73
2020-08-24,LORETO,MASCULINO,2
2020-08-24,LORETO,FEMENINO,2
2020-08-24,MADRE DE DIOS,MASCULINO,2
2020-08-24,MADRE DE DIOS,FEMENINO,1
2020-08-24,MOQUEGUA,MASCULINO,6
2020-08-24,MOQUEGUA,FEMENINO,2
2020-08-24,PASCO,MASCULINO,5
2020-08-24,PASCO,FEMENINO,1
2020-08-24,PIURA,MASCULINO,17
2020-08-24,PIURA,FEMENINO,7
2020-08-24,PUNO,MASCULINO,12
2020-08-24,PUNO,FEMENINO,8
2020-08-24,SAN MARTIN,MASCULINO,3
2020-08-24,SAN MARTIN,FEMENINO,2
2020-08-24,TACNA,MASCULINO,11
2020-08-24,TACNA,FEMENINO,3
2020-08-24,TUMBES,MASCULINO,2
2020-08-24,UCAYALI,MASCULINO,3
2020-08-24,UCAYALI,FEMENINO,1
2020-08-25,AMAZONAS,MASCULINO,3
2020-08-25,AMAZONAS,FEMENINO,1
2020-08-25,ANCASH,MASCULINO,9
2020-08-25,ANCASH,FEMENINO,3
2020-08-25,APURIMAC,MASCULINO,1
2020-08-25,APURIMAC,FEMENINO,3
2020-08-25,AREQUIPA,MASCULINO,8
2020-08-25,AREQUIPA,FEMENINO,19
2020-08-25,AYACUCHO,MASCULINO,8
2020-08-25,AYACUCHO,FEMENINO,4
2020-08-25,CAJAMARCA,MASCULINO,12
2020-08-25,CAJAMARCA,FEMENINO,6
2020-08-25,CALLAO,MASCULINO,19
2020-08-25,CALLAO,FEMENINO,9
2020-08-25,CUSCO,MASCULINO,13
2020-08-25,CUSCO,FEMENINO,10
2020-08-25,HUANCAVELICA,FEMENINO,1
2020-08-25,HUANUCO,MASCULINO,5
2020-08-25,HUANUCO,FEMENINO,3
2020-08-25,ICA,MASCULINO,9
2020-08-25,ICA,FEMENINO,6
2020-08-25,JUNIN,MASCULINO,10
2020-08-25,JUNIN,FEMENINO,7
2020-08-25,LA LIBERTAD,MASCULINO,8
2020-08-25,LA LIBERTAD,FEMENINO,7
2020-08-25,LAMBAYEQUE,MASCULINO,11
2020-08-25,LAMBAYEQUE,FEMENINO,9
2020-08-25,LIMA,MASCULINO,134
2020-08-25,LIMA,FEMENINO,93
2020-08-25,LORETO,MASCULINO,2
2020-08-25,LORETO,FEMENINO,2
2020-08-25,MOQUEGUA,MASCULINO,14
2020-08-25,MOQUEGUA,FEMENINO,1
2020-08-25,PASCO,MASCULINO,1
2020-08-25,PASCO,FEMENINO,1
2020-08-25,PIURA,MASCULINO,15
2020-08-25,PIURA,FEMENINO,12
2020-08-25,PUNO,MASCULINO,13
2020-08-25,PUNO,FEMENINO,9
2020-08-25,SAN MARTIN,MASCULINO,5
2020-08-25,SAN MARTIN,FEMENINO,3
2020-08-25,TACNA,MASCULINO,11
2020-08-25,TACNA,FEMENINO,1
2020-08-25,TUMBES,MASCULINO,4
2020-08-25,TUMBES,FEMENINO,1
2020-08-25,UCAYALI,MASCULINO,3
2020-08-25,UCAYALI,FEMENINO,2
2020-08-26,AMAZONAS,MASCULINO,1
2020-08-26,ANCASH,MASCULINO,9
2020-08-26,ANCASH,FEMENINO,5
2020-08-26,APURIMAC,MASCULINO,2
2020-08-26,APURIMAC,FEMENINO,3
2020-08-26,AREQUIPA,MASCULINO,11
2020-08-26,AREQUIPA,FEMENINO,21
2020-08-26,AYACUCHO,MASCULINO,7
2020-08-26,AYACUCHO,FEMENINO,1
2020-08-26,CAJAMARCA,MASCULINO,3
2020-08-26,CAJAMARCA,FEMENINO,5
2020-08-26,CALLAO,MASCULINO,15
2020-08-26,CALLAO,FEMENINO,2
2020-08-26,CUSCO,MASCULINO,11
2020-08-26,CUSCO,FEMENINO,6
2020-08-26,HUANCAVELICA,MASCULINO,3
2020-08-26,HUANCAVELICA,FEMENINO,1
2020-08-26,HUANUCO,MASCULINO,8
2020-08-26,HUANUCO,FEMENINO,2
2020-08-26,ICA,MASCULINO,12
2020-08-26,ICA,FEMENINO,7
2020-08-26,JUNIN,MASCULINO,7
2020-08-26,JUNIN,FEMENINO,11
2020-08-26,LA LIBERTAD,MASCULINO,15
2020-08-26,LA LIBERTAD,FEMENINO,6
2020-08-26,LAMBAYEQUE,MASCULINO,13
2020-08-26,LAMBAYEQUE,FEMENINO,4
2020-08-26,LIMA,MASCULINO,111
2020-08-26,LIMA,FEMENINO,74
2020-08-26,LORETO,MASCULINO,3
2020-08-26,MADRE DE DIOS,MASCULINO,1
2020-08-26,MOQUEGUA,MASCULINO,5
2020-08-26,MOQUEGUA,FEMENINO,3
2020-08-26,PASCO,MASCULINO,2
2020-08-26,PIURA,MASCULINO,10
2020-08-26,PIURA,FEMENINO,13
